Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,library
Cellular Component Disassembly (GO:0022411),Cellular Component Disassembly (GO:0022411),-0.255749515101136,-1.25107323616274,0.0843958953055284,0.134502640694471,0.0843958953055284,,,KLK5;PRSS1;PLAAT3;ADAMTS15;PLAAT1;ADAMTS5;ADAMTS4;PRSS2;MMP1;KLK7;ADAM8;ADAM15;TPSAB1;MMP8;MMP15;MMP11;TMPRSS6;MMP19;MMP12;CTSG;PLG;KIF9;MMP13;LAMC1;MMP7;MMP3;CMA1;CTSV;FLOT1;EXOC8;GSN;CTSK;ELANE;MMP10;MMP9;NOXO1;MMP2;MMP14;FURIN;LCP1;CTSS,GO_Biological_Process_2023
Cellular Defense Response (GO:0006968),Cellular Defense Response (GO:0006968),-0.129190137593499,-0.64456238277086,1,1,1,,,EHHADH;NCR1;LILRB2;KLRG1;KIR3DL2;KIR2DL4;CD300C;C5AR1;GNLY;SPN;CCR6;NCR2;CCR2;CXCR2;CXCL9;CCR3;LGALS3BP;ADORA2A;HLA-G;CD5L;TCIRG1;CX3CR1;KLRC2;TYROBP;CCR5;NCF2;NCF1;ITGB1;LY96;CLEC5A;PTK2B;IL1RL2;BECN1;RELA;RAB23;ITK;FOSL1;TRAT1;PRF1,GO_Biological_Process_2023
Cellular Glucuronidation (GO:0052695),Cellular Glucuronidation (GO:0052695),-0.876418586052146,-3.06466554230446,2.52203082003234e-10,3.43592800965696e-09,2.52203082003234e-10,,,UGT1A10;UGT2B15;UGT1A6;UGT2B7;UGT2B4;UGT2B28;UGT2B17;UGT2B10;UGT2A3;UGT2A2;UGT2A1;UGT1A8;UGT1A7;UGT1A4,GO_Biological_Process_2023
Cellular Lipid Catabolic Process (GO:0044242),Cellular Lipid Catabolic Process (GO:0044242),-0.506997854265006,-2.0152642471562,0.00123134510426032,0.00365366334214948,0.00123134510426032,,,ACADL;MGST2;NUDT19;PNLIPRP2;FAAH;ACOT8;CYP1B1;PLBD1;ACOX1;LIPG;PLA2G15,GO_Biological_Process_2023
Cellular Nitrogen Compound Biosynthetic Process (GO:0044271),Cellular Nitrogen Compound Biosynthetic Process (GO:0044271),-0.451975505437628,-2.03692036438017,0.000801986440467433,0.00250583679425953,0.000801986440467433,,,ARG2;SULT1A2;SLC7A6;CYB5R3;PM20D1;CPS1;GCHFR;GCH1;MTARC2;MTARC1;ASAH2;SPR;CYP1B1;CYB5B;ACER3;ACER2;ACER1;SPTSSB;SPTSSA;SPTLC3;SPTLC2;SPTLC1;SPHK2,GO_Biological_Process_2023
Cellular Respiration (GO:0045333),Cellular Respiration (GO:0045333),-0.748992243157465,-4.24762241264201,1.14317551343945e-29,1.31673034138889e-27,1.14317551343945e-29,,,OXA1L;NDUFAB1;NDUFV2;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS4;NDUFS2;NDUFC2;NDUFC1;NDUFB9;NDUFB7;NDUFB5;NDUFB4;NDUFB3;NDUFB2;NDUFB11;NDUFB10;NDUFB1;NDUFA9;NDUFA8;NDUFA7;NDUFA6;NDUFA3;NDUFA12;NDUFA11;NDUFA10;NDUFA1;NDUFV3;NDUFV1;NDUFS1;NDUFB6;NDUFA2;NDUFA13;NDUFS3;NDUFA5;UQCRQ;UQCRC2;ETFDH;ETFB;ETFA;COX15;UQCRH;UQCRFS1;UQCRC1;UQCRB;UQCR11;UQCR10;LYRM7;MDH2;SURF1,GO_Biological_Process_2023
Cellular Response To Acid Chemical (GO:0071229),Cellular Response To Acid Chemical (GO:0071229),0.608893227656462,1.72952036088845,0.00180673498823414,0.00513258571769654,0.00180673498823414,,,CPEB1;NEURL1;IPO5;RRAGA;LAMTOR4;LAMTOR5;RRAGB;RRAGC;RRAGD;SLC38A9;LAMTOR2;LAMTOR3;MTOR;RPTOR;SESN2;GLRA1;GLRA2;LARS1;SH3BP4;VEGFA;LAMTOR1,GO_Biological_Process_2023
Cellular Response To Alcohol (GO:0097306),Cellular Response To Alcohol (GO:0097306),0.361058702559901,1.16321884117407,0.240721102863203,0.320708346296191,0.240721102863203,,,SFRP1;KLF9;CTNNA1;CTNNB1;LRP6;TNFSF4;CREB1;CDH1;GLRA1;GLRA2;ADCY2;ADCY3;ADCY7;ADCY5;ADCY6;ADCY8;ADCY1;PTCH1;GNG2;GNAI1;JUP;GNB1;CFTR,GO_Biological_Process_2023
Cellular Response To Alkaloid (GO:0071312),Cellular Response To Alkaloid (GO:0071312),-0.368359957885532,-1.28808321510122,0.109418980547056,0.166827735683658,0.109418980547056,,,RAD51;SPIDR;GSTM2,GO_Biological_Process_2023
Cellular Response To Amino Acid Starvation (GO:0034198),Cellular Response To Amino Acid Starvation (GO:0034198),0.576396245301555,1.79636947146089,0.00022054643275645,0.000786026245576435,0.00022054643275645,,,TFEB;EIF2AK4;GCN1;IMPACT;RNF152;EIF2S1;MAP3K5;CDKN1A;RRAGA;RRAGB;RRAGC;RRAGD;MTOR;MAPK1;MAPK3;SESN1;SESN2;LARS1;SESN3;DEPDC5;FLCN;ITFG2;KICS2;KPTN;MIOS;NPRL2;NPRL3;SZT2;WDR24;WDR59,GO_Biological_Process_2023
Cellular Response To Amino Acid Stimulus (GO:0071230),Cellular Response To Amino Acid Stimulus (GO:0071230),0.609560498277203,1.84308888246476,0.000227699874155689,0.000810381293694544,0.000227699874155689,,,CPEB1;NEURL1;IPO5;RRAGA;LAMTOR4;LAMTOR5;RRAGB;RRAGC;RRAGD;SLC38A9;FYN;LAMTOR2;LAMTOR3;MTOR;RPTOR;SESN1;SESN2;GLRA1;GLRA2;LARS1;SESN3;KLHL22;CASTOR1;CASTOR2;SH3BP4;UBR1;UBR2;LAMTOR1,GO_Biological_Process_2023
Cellular Response To Amyloid-Beta (GO:1904646),Cellular Response To Amyloid-Beta (GO:1904646),0.376061497540789,1.15371128925312,0.280087527352298,0.360457996094831,0.280087527352298,,,EPHA4;PSEN1;GRIN2A;GRIN1;GSK3B;FYN;CACNA1A;CDK5;GRM5;IGF1R;ADRB2;NTRK1;NGFR;CD36;IGF1;CACNB1;ATP1A3;TLR4;AGER;TLR6;CACNA2D1;ITGA4;TREM2,GO_Biological_Process_2023
Cellular Response To BMP Stimulus (GO:0071773),Cellular Response To BMP Stimulus (GO:0071773),0.592540798924292,1.91385135124288,3.18447395284418e-06,1.90767304881966e-05,3.18447395284418e-06,,,RUNX2;DLX5;SOX9;SFRP1;SMAD6;DDX5;SMAD4;TGFBR3;ACVR2A;GDF1;LEFTY1;NODAL;SMURF1;ACVR2B;BMP2;PPARG;ACVRL1;AMHR2;BMPR1A;BMPR1B;BMPR2;GDF2;SMAD5;SMAD9;INHBA;BMP4;USP15;BMP7;USP9X;INHBB;MAPK3;BMP10,GO_Biological_Process_2023
Cellular Response To Cadmium Ion (GO:0071276),Cellular Response To Cadmium Ion (GO:0071276),0.468187695119497,1.21535047523373,0.231325301204819,0.309655738643958,0.231325301204819,,,AKT1;MAPK1;DAXX;MAPK3;JUN;FOS;SUMO1;CHUK;MAPK9;MAPK8;EGFR;MMP9;HSF1;NCF1,GO_Biological_Process_2023
Cellular Response To Calcium Ion (GO:0071277),Cellular Response To Calcium Ion (GO:0071277),0.382342756221324,1.25266240373002,0.124217118997912,0.185593266238626,0.124217118997912,,,ADGRV1;SYT10;WNT5A;RASA4;SYT1;NLGN1;SYT7;KCNH1;SYT5;CACNA1A;SCN5A;SYT9;SYT2;BRAF;CAMK2D;RASGRP2;ADCY8;ADCY1;PLCG2;PRKAA1;MEF2C;PRKAA2,GO_Biological_Process_2023
Cellular Response To Catecholamine Stimulus (GO:0071870),Cellular Response To Catecholamine Stimulus (GO:0071870),0.369071433448577,0.975098099444156,0.531736526946108,0.603953545173213,0.531736526946108,,,NR4A3;PDE4B;ADCY6;KCNQ1;GNG2;GNB1;DRD1;DRD5;PRKACA;PRKN;SIRT2;ATP2B4;SNCA;LRRK2,GO_Biological_Process_2023
Cellular Response To Chemical Stress (GO:0062197),Cellular Response To Chemical Stress (GO:0062197),0.351895501924563,1.18075569728667,0.18904958677686,0.263215193897012,0.18904958677686,,,ZFP36L2;ZC3H12A;SELENOS;EIF2S1;NQO1;PPARGC1A;NFE2L2;RBX1;FOXO1;MLST8;MTOR;KEAP1;PINK1;RPTOR;SRXN1;FOXO3;PARK7;TBC1D24;ABL1;SESN2;DDX3X;PIK3CA;PRKAA1;G6PD;PRKAA2;ATG7;HSPA1A;MGAT3;ATF4;PPIA;MAPK8;SOD2;NOX1;GSR;TRIM21,GO_Biological_Process_2023
Cellular Response To Chemokine (GO:1990869),Cellular Response To Chemokine (GO:1990869),0.269109834882174,0.863534764126766,0.721153846153846,0.773013471300273,0.721153846153846,,,FOXC1;ZC3H12A;CXCL12;CCL17;DUSP1;SH2B3;CCL22;RIPOR2;RHOA;PTK2B,GO_Biological_Process_2023
Cellular Response To Cytokine Stimulus (GO:0071345),Cellular Response To Cytokine Stimulus (GO:0071345),0.332288665478637,1.21921515121384,0.046953046953047,0.0834354985827637,0.046953046953047,,,ZFP36L2;UPF1;RPL13A;RPS3;FOXC1;LEF1;TCF7;UBE2G2;SOX9;SFRP1;NPNT;ZC3H12A;CDC34;FOXH1;GHR;PRLR;HNRNPU;CACTIN;NR1D1;HIF1A;NFE2L2;WNT5A;SIRT1;IL21R;IL9R;LGALS9;DAB2IP;TNFSF11;GATA3;KIT;UBE2K;GREM2;LIFR;CSF3R;CSF2;STAT5B;STAT5A;STAT1;GSK3B;CEBPA;CSF3;FLT3;STAT3;IL2RB;IL3RA;IL5RA;HCK;IL2RG;AKT1;PTPN11;DHX9;EGR1;RBMX;CSF1R;CXCL12;IL6R;CCL17;JAK3;DUSP1;EBI3;IL27RA;DPYSL3;IL6ST;CAMK2A;PTPN6;SH2B3;JAK2;RELA;CCL22;BAG4;ZFP36;FER;STAT4;NFKB1;CXCR4;NFKBIA;CD4;CRLF1;IL6;IL12RB1;IL12RB2;IRF1;CLCF1;IL11RA;IL31RA;OSMR;RIPOR2;CD40;CALM1;CHUK;JAK1;SOS1;ANKRD1;TYK2;TRAF6;HLA-DPA1;RHOA;IL1F10;IL36A;IL36B;IL36G;IL12B;PDE1B;CDK9;PRKACA;CRHBP;STAT6;IKBKB;IL23R;MAPK11;AXL;PTPRJ;GSK3A;EREG;CRLF2;IL7;SOCS5;PHB1;MAPK13;SOCS1;IL7R;CBL;CSF2RA;CSF2RB;IFNB1;TNFRSF1A;IRAK4;ZFP36L1;IL1B;RIPK1;IL37;NLRP12;POU4F1;POU4F2;IFNAR1;IFNAR2;TLR4;EPOR;DAPK1;DAPK3;IRAK3;NPR2;IL1A;PF4;PYCARD;IFNA1;IFNA10;IFNA14;IFNA16;IFNA17;IFNA2;IFNA21;IFNA4;IFNA5;IFNA6;IFNA7;IFNA8,GO_Biological_Process_2023
Cellular Response To Decreased Oxygen Levels (GO:0036294),Cellular Response To Decreased Oxygen Levels (GO:0036294),0.532890421975516,1.76698286118782,6.03883011668344e-05,0.000258486410737767,6.03883011668344e-05,,,CPEB1;EGLN1;EGLN2;EGLN3;SUV39H2;NOTCH1;SFRP1;RGCC;MYC;TWIST1;HIF1A;RORA;HIPK2;SUV39H1;SIRT1;MDM2;EPAS1;PICK1;PPARG;VHL;MDM4;BMP7;TERT;MLST8;MTOR;PINK1;RPTOR;BAD;GATA6;STUB1;TP53;SCN2A;TIGAR;TSC1;KCND2,GO_Biological_Process_2023
Cellular Response To Epidermal Growth Factor Stimulus (GO:0071364),Cellular Response To Epidermal Growth Factor Stimulus (GO:0071364),0.526706097553836,1.45799523400585,0.0387323943661972,0.0709673805668429,0.0387323943661972,,,ZFP36L2;FOXC1;SOX9;SNAI2;EEF1A1;MED1;STAT5B;PDPK1;PTPN11;ZFP36;MARS1;PLCG1;ERBB2;EGFR;ZFP36L1;DUSP3;IQGAP1,GO_Biological_Process_2023
Cellular Response To Estradiol Stimulus (GO:0071392),Cellular Response To Estradiol Stimulus (GO:0071392),0.51279382174478,1.35481707786986,0.0970059880239521,0.151362791658063,0.0970059880239521,,,NRIP1;SFRP1;MYOD1;MYOG;ESR1;NCOA3,GO_Biological_Process_2023
Cellular Response To Fibroblast Growth Factor Stimulus (GO:0044344),Cellular Response To Fibroblast Growth Factor Stimulus (GO:0044344),0.668023634297343,2.15216437730185,1.11740975290098e-08,1.12809414894465e-07,1.11740975290098e-08,,,ZFP36L2;DLL4;SFRP1;NR4A1;FGF8;FLRT3;FGF22;FGF3;FGF5;FGF6;FGF17;FGF20;FGF9;FGF4;FGF1;FGFR1;FGF7;FGFR2;TBX1;FGF16;FGF23;FGF18;FGF2;KL;FLRT1;FLRT2;FRS2;FGFR3;FGFR4;FGF19;FRS3;EGR3;PTPN11;SHOC2,GO_Biological_Process_2023
Cellular Response To Glucocorticoid Stimulus (GO:0071385),Cellular Response To Glucocorticoid Stimulus (GO:0071385),0.495871216619836,1.28721306658823,0.14578313253012,0.212429245446421,0.14578313253012,,,ZFP36L2;KLF9;HNRNPU;REST;ISL1;NR3C1;UBE2L3;ZFP36,GO_Biological_Process_2023
Cellular Response To Glucose Starvation (GO:0042149),Cellular Response To Glucose Starvation (GO:0042149),0.536498023044075,1.64591118712118,0.00411275915931904,0.0106999298867705,0.00411275915931904,,,ZC3H12A;HNRNPA1;SUV39H1;SIRT1;PICK1;FOXO3;SESN1;SESN2;TP53;PLIN2;RRP8;SESN3;PRKAA1;PRKAA2;ITFG2;KICS2;KPTN;SZT2;BECN1;ATG14;MYBBP1A;ATF4;PMAIP1;PIK3C3;PIK3R4,GO_Biological_Process_2023
Cellular Response To Glucose Stimulus (GO:0071333),Cellular Response To Glucose Stimulus (GO:0071333),0.45489702935699,1.35464223828727,0.0764966740576497,0.124497477239617,0.0764966740576497,,,SOX4;PAX2;UNC13B;NKX6-1;PDX1;LIN28A;TRA2B;RACK1;KCNB1;RAB11B;MLXIPL;IGF1R;PRKAA1;PRKAA2,GO_Biological_Process_2023
Cellular Response To Growth Factor Stimulus (GO:0071363),Cellular Response To Growth Factor Stimulus (GO:0071363),0.469505564409603,1.66610477283179,7.73437790347868e-06,4.09163123328079e-05,7.73437790347868e-06,,,ZFP36L2;RUNX2;DLL4;FOXC1;DLX5;SOX6;NOTCH1;SOX9;SFRP1;SNAI2;WNT4;HDAC1;NR4A1;SMAD4;ACVR2A;RPS6KB1;WNT5A;SMAD3;KLF4;DAB2IP;ACVR1B;ACVR1C;TBX1;FLT4;ACVR2B;BMP2;EEF1A1;MED1;ACVRL1;AMHR2;BMPR1A;BMPR1B;BMPR2;GDF2;SMAD9;CTNNB1;RACK1;RAPGEF2;BMP4;NR3C1;STAT5B;WNT10A;WNT2;WNT7A;NTRK3;WWOX;BMP7;SMAD7;EGR3;PDPK1;AKT1;TGFBR1;PTPN11;MAGI2;MAP2K5;TGFBR2;SPRY2;RAB35;RELA;PDGFB;LIMS1;ZFP36;HSPB1;MARS1;GAS1;MEF2C;NTRK1;TWF2;CRKL;TGFB1;SEMA6A;ANKRD1;VEGFA;RAPGEF1;MAPK14,GO_Biological_Process_2023
Cellular Response To Heat (GO:0034605),Cellular Response To Heat (GO:0034605),0.330682679966034,0.994940231376467,0.507658643326039,0.58129552742349,0.507658643326039,,,FGF1;SLU7;RBBP7;ATXN3;VCP;DAXX;STUB1;SUMO1;HSPA1A;PRKACA;HSP90AB1;YWHAE;DNAJB1;HSF1;IL1A;HSP90AA1;MAPT;HSBP1;HSPA1B;TPR,GO_Biological_Process_2023
Cellular Response To Hexose Stimulus (GO:0071331),Cellular Response To Hexose Stimulus (GO:0071331),0.382596425502772,1.09907574209528,0.36281179138322,0.447379600664272,0.36281179138322,,,SOX4;PAX2;UNC13B;LIN28A;TRA2B;RACK1;KCNB1;IGF1R;PRKAA1;PRKAA2,GO_Biological_Process_2023
Cellular Response To Hormone Stimulus (GO:0032870),Cellular Response To Hormone Stimulus (GO:0032870),0.49085725278943,1.68369721973151,0.000229957614214278,0.000817268715875149,0.000229957614214278,,,ROBO2;LMO2;PAX8;NR4A3;SOX9;WT1;SFRP1;SOST;KLF9;SLIT2;GATA1;SLIT1;BRD8;GHR;TRIM24;RARA;ESR1;MED1;THRB;NCOA3;NR3C1;STAT5B;ESR2;STAT3;SOCS2;NCOA1;NCOA2;RDX;SRC;CTSS;UBE2L3;CTSB;UCP1;HSPA8,GO_Biological_Process_2023
Cellular Response To Hydrogen Peroxide (GO:0070301),Cellular Response To Hydrogen Peroxide (GO:0070301),0.416060121030547,1.25801423431414,0.161184210526316,0.230237198124963,0.161184210526316,,,ANKZF1;RPS3;PAX2;HDAC6;NFE2L2;SIRT1;MAP3K5,GO_Biological_Process_2023
Cellular Response To Hypoxia (GO:0071456),Cellular Response To Hypoxia (GO:0071456),0.53024749577371,1.75612158032231,0.00015420656288873,0.000581487247559585,0.00015420656288873,,,CPEB1;EGLN1;EGLN2;EGLN3;SUV39H2;NOTCH1;SFRP1;RGCC;MYC;TWIST1;HIF1A;RORA;HIPK2;SUV39H1;SIRT1;MDM2;EPAS1;PPARG;VHL;PLK3;MDM4;BMP7;TERT;MLST8;MTOR;PINK1;RPTOR;BAD;GATA6;STUB1;TP53;SCN2A;TIGAR;KCND2,GO_Biological_Process_2023
Cellular Response To Inorganic Substance (GO:0071241),Cellular Response To Inorganic Substance (GO:0071241),-0.294441098921887,-1.02960332478672,0.388888888888889,0.474227355363063,0.388888888888889,,,SPIDR;MTR;BLM;TIMELESS;AOC1,GO_Biological_Process_2023
Cellular Response To Insulin Stimulus (GO:0032869),Cellular Response To Insulin Stimulus (GO:0032869),0.399850025093734,1.38180049265093,0.0166037082309769,0.0343459564549351,0.0166037082309769,,,CPEB1;HDAC9;HDAC5;FOXC2;SELENOS;KAT2B;USF1;RPS6KB1;PRKCI;FOXO1;PPARG;FOXO4;AKT2;GSK3B;NAMPT;TRIB3;MYO5A;IRS2;INHBB;IRS4;PDPK1;IRS1;AKT1;INS;PDE3B;VAMP2;CAV2;ZDHHC7;PKM;INSR;RAB31;GRB2;FER;PIK3R3;IGF1R;GRB10;DENND4C;BAIAP2;GAB1;RAB10;RAB13;PIK3R1;PIK3R2;PRKDC;CEACAM1;SH2B2;GSK3A;INSIG1;INSIG2;SHC1;BCAR1;PHIP;LPIN1;C2CD5;TBC1D4;ZFP36L1;RAB8A;PDK4,GO_Biological_Process_2023
Cellular Response To Interferon-Beta (GO:0035458),Cellular Response To Interferon-Beta (GO:0035458),0.357873356809428,0.945512435914915,0.565269461077844,0.634363513893382,0.565269461077844,,,UBE2G2;CDC34;UBE2K;STAT1;CAMK2A;IRF1;CALM1;IFNB1;IFNAR1;IFNAR2,GO_Biological_Process_2023
Cellular Response To Interleukin-1 (GO:0071347),Cellular Response To Interleukin-1 (GO:0071347),0.34876334427674,1.17476917925664,0.194444444444444,0.268806449657514,0.194444444444444,,,UPF1;SOX9;SFRP1;ZC3H12A;CACTIN;NR1D1;HIF1A;DAB2IP;RPS6KA4;IL1RAP;EGR1;RBMX;CCL17;MAPK3;IL1R1;PLCB1;RELA;CCL22;NFKB1;TOLLIP;MAP3K7;CD40;ANKRD1;TRAF6;IKBKB;RPS6KA5;MAPK11;IRAK1;MAPK13;IRAK4;MYD88;IRAK2;IL1B;TNIP2,GO_Biological_Process_2023
Cellular Response To Interleukin-6 (GO:0071354),Cellular Response To Interleukin-6 (GO:0071354),0.546221584305581,1.467858441349,0.0319148936170213,0.0606694226748176,0.0319148936170213,,,SPI1;YAP1;SMAD4;STAT3;CTR9;IL6R;SRC;IL6ST;JAK2;RELA;FER;NFKB1;IL6;JAK1,GO_Biological_Process_2023
Cellular Response To Ionizing Radiation (GO:0071479),Cellular Response To Ionizing Radiation (GO:0071479),0.304769785292931,0.979482360832204,0.537806176783813,0.609209142588369,0.537806176783813,,,TNKS1BP1;EEF1D;RPL26;KDM4D;CLOCK;YAP1;KDM1A;SIRT1;MDM2;CDKN1A;GADD45A,GO_Biological_Process_2023
Cellular Response To Ketone (GO:1901655),Cellular Response To Ketone (GO:1901655),0.385803065661961,1.21051402277499,0.193688792165397,0.268054286918141,0.193688792165397,,,SFRP1;KLF9;NR3C1;TNFSF4;CREB1;SRC;MSN;ADCY2;ADCY3;ADCY5;ADCY6;ADCY8;ADCY1;GNG2;GNAI1;GNB1;CFTR,GO_Biological_Process_2023
Cellular Response To Lectin (GO:1990858),Cellular Response To Lectin (GO:1990858),0.577021132663941,1.52450761236745,0.0160357451292056,0.0334440972488946,0.0160357451292056,,,CLEC7A;CREBBP;EP300;FYN;LYN;SYK;SRC;MAP3K7;PAK3;PLCG2;PAK2;TRAF6;PAK1;IKBKB,GO_Biological_Process_2023
Cellular Response To Light Stimulus (GO:0071482),Cellular Response To Light Stimulus (GO:0071482),0.406631303478995,1.33223851572857,0.069937369519833,0.115573932010136,0.069937369519833,,,RPL26;EIF2AK4;MYC;CREBBP;SDE2;EP300;EIF2S1;KDM1A;RBX1;METTL3;YY1;NSMCE3;USP28;USP47;NPM1;NEDD4;INO80;CDC25A;BMF;TRPM1;TP53,GO_Biological_Process_2023
Cellular Response To Lipid (GO:0071396),Cellular Response To Lipid (GO:0071396),0.39159580156129,1.41974417038682,0.000883828910447924,0.00272792016939712,0.000883828910447924,,,UPF1;SNW1;PAX2;RORB;RORC;NRIP1;SOX9;SFRP1;UXT;ZC3H12A;BCL10;SELENOS;WNT5B;RET;CACTIN;WNT11;NR1D1;MYOD1;MYOG;RORA;CD274;FZD4;WNT3A;WNT5A;DAB2IP;CD80;CD86;RARA;TBX1;WNT9B;FZD7;WNT3;WNT9A;CDC73;ESR1;PABPN1;MED1;NCOA3;WNT10B;NR3C1;TNIP1;TNIP3;SERPINE1;GFI1;WNT8B;GSK3B;WNT2;WNT6;WNT7B;LYN;ABL2;SYK;TNFSF4;IRS1;NR1H3;CREB1;CTR9;PTK6;PDCD1LG2;MSN;UBE2L3;PPM1E;UCP1;HSPA8;RELA;PDE4B;ZFP36;ADCY2;ADCY3;ADCY5;ADCY6;NFKB1;ADCY8;TNFRSF1B;ADCY1;LCP1;PDCD4;PLCG2;IL10;MEF2C;IL6;EPHA3;GNAI1;TWF2;ANKRD1;MAPK14;TRAF6;RHOA;IL1F10;IL36A;IL36B;IL36G;IL36RN;RUVBL2;PTK2B;HSPA1A;CFTR;TRIM41;FES;CRHBP;FZD10,GO_Biological_Process_2023
Cellular Response To Lipopolysaccharide (GO:0071222),Cellular Response To Lipopolysaccharide (GO:0071222),0.337741802542601,1.18649892920105,0.150602409638554,0.218446769332625,0.150602409638554,,,UPF1;UXT;ZC3H12A;BCL10;SELENOS;CACTIN;NR1D1;CD274;WNT5A;DAB2IP;CD80;CD86;CDC73;PABPN1;TNIP1;TNIP3;SERPINE1;GFI1;HCK;LYN;TNFSF4;NR1H3;CTR9;PDCD1LG2;PPM1E;RELA;PDE4B;ZFP36;NFKB1;TNFRSF1B;PDCD4;PLCG2;IL10;MEF2C;IL6;TGFB1;ANKRD1;MAPK14;TRAF6;RHOA;IL1F10;IL36A;IL36B;IL36G;IL36RN;TRIM41;PTPN22;TNF;AXL;NFKBIB;IRAK1;MAPK8;PRKCE;MYD88;NOD2;IL1B;VIM;TNIP2;HMGB2;IL37;TNFAIP3;GIT1;LY96;TLR4;IL1A;PF4;PYCARD;TICAM1;CCR5;CD14;HMGB1,GO_Biological_Process_2023
Cellular Response To Low-Density Lipoprotein Particle Stimulus (GO:0071404),Cellular Response To Low-Density Lipoprotein Particle Stimulus (GO:0071404),0.344455219361002,0.953499628140242,0.564553990610329,0.633841299161087,0.564553990610329,,,CDH13;PPARG;SYK;AKT1;SREBF2;FCER1G;LCP1;CD36;MYD88;TLR4;ITGB1;TLR6;TICAM1;TREM2;CD9,GO_Biological_Process_2023
Cellular Response To Mechanical Stimulus (GO:0071260),Cellular Response To Mechanical Stimulus (GO:0071260),0.41322228649127,1.32803171525658,0.093716719914803,0.147136411563885,0.093716719914803,,,CASP8AP2;SOX9;BCL10;MAP3K14;LTBR;TNFSF14;GADD45A;TNFRSF8;MAPK3;BAD;NFKB1;CNN2;IRF1;CD40;KCNK4;MAPK8;F11R;MAP2K4;TNFRSF1A;MYD88;TLR7;IL1B;TLR3;PIEZO1;TLR5;TLR4;CASP8;MAP3K1;TLR8;PDE2A;AQP1;CASP2,GO_Biological_Process_2023
Cellular Response To Metal Ion (GO:0071248),Cellular Response To Metal Ion (GO:0071248),0.338498319057987,1.18493602356824,0.162814070351759,0.232205610933805,0.162814070351759,,,ADGRV1;SYT10;TFAP2A;WNT5A;RASA4;SYT1;NLGN1;SYT7;ANK3;KCNA1;KCNH1;CDKN1B;DLG2;DLG4;SYT5;AKT1;CACNA1A;SCN5A;CDH1;MAPK1;DAXX;MAPK3;SYT9;SYT2;JUN;BRAF;FOS;CAMK2D;GLRA1;GLRA2;RASGRP2;ADCY7;ADCY8;TIGAR;F3;ADCY1;PLCG2;PRKAA1;MEF2C;SUMO1;PRKAA2,GO_Biological_Process_2023
Cellular Response To Misfolded Protein (GO:0071218),Cellular Response To Misfolded Protein (GO:0071218),0.484544236992244,1.2431677937329,0.18978102189781,0.264088473085695,0.18978102189781,,,UBE2W;AUP1;CUL3;DERL1;ATXN3;VCP;UFD1;STUB1;RNF185;RNF5;RNF126,GO_Biological_Process_2023
Cellular Response To Molecule Of Bacterial Origin (GO:0071219),Cellular Response To Molecule Of Bacterial Origin (GO:0071219),0.316533494282095,1.1087590878923,0.288732394366197,0.370642293477175,0.288732394366197,,,UPF1;UXT;ZC3H12A;BCL10;SELENOS;CACTIN;NR1D1;CD274;WNT5A;DAB2IP;FZD5;CD80;CD86;CDC73;PABPN1;TNIP1;TNIP3;SERPINE1;GFI1;TNFSF4;NR1H3;CTR9;PDCD1LG2;PPM1E;RELA;PDE4B;ZFP36;NFKB1;TNFRSF1B;PDCD4;IL10;MEF2C;IL6;ANKRD1;MAPK14;TRAF6;RHOA;IL1F10;IL36A;IL36B;IL36G;IL36RN;TRIM41;AXL;NFKBIB;MAPK8;MYD88;NOD2;IL1B;VIM;TNIP2;HMGB2;IL37;TNFAIP3;GIT1;LY96;TLR4;IL1A;TIRAP;PF4;PYCARD;TICAM1;CCR5;CD14;HMGB1,GO_Biological_Process_2023
Cellular Response To Nerve Growth Factor Stimulus (GO:1990090),Cellular Response To Nerve Growth Factor Stimulus (GO:1990090),0.511414343049096,1.39749776759164,0.0747663551401869,0.122073417477599,0.0747663551401869,,,BDNF;RAPGEF2;NTF4;NTRK2;NTRK3;AKT1;MAGI2;NTF3;RAB35;WASF1;NTRK1;RAPGEF1;NGF;RAP1A,GO_Biological_Process_2023
Cellular Response To Nutrient Levels (GO:0031669),Cellular Response To Nutrient Levels (GO:0031669),0.530981514128982,1.78594743121929,1.96792247083257e-05,9.42668344251366e-05,1.96792247083257e-05,,,EIF4G1;TFEB;SFRP1;USP33;CREBBP;OTUD3;SIRT1;PPARA;FOXO1;BMPR2;CDKN2B;RRAGA;MAPKAP1;PRR5;RICTOR;SREBF1;RRAGB;RRAGC;RRAGD;MLST8;MTOR;RPTOR;INHBB;KCNB1;EHMT2;MAP1LC3A;MAP1LC3B;SREBF2;HSPA8;LCP1;TSC1;PRKAA1;ULK1;PRKAB1;PRKAG1;PRKAG3;PRKAA2;RALB;FLCN;FNIP1;VPS41;ATG7;ATG14;PRKAB2;PRKAG2;MAP1LC3C;WDR45;WDR45B;WIPI2,GO_Biological_Process_2023
