gene,degree_centrality,clustering_coeff,betweenness,kcore,loeuf,pubmed_count
HOXD12,0.000888669464329795,0.0849673202614379,1.41693440158235e-06,18,1.529,6
HOXD13,0.00380153048629968,0.0440874914559125,2.1729630692314e-05,55,0.952,18
HOXD3,0.000543075783757097,0.0727272727272727,7.91620670006585e-07,11,0.548,5
HOXD4,0.00123426314490249,0.0866666666666667,2.8471357554126e-06,24,1.059,9
HOXD8,0.000543075783757097,0.0727272727272727,1.65204416979392e-07,11,0.848,4
HOXD9,0.000493705257960997,0.111111111111111,8.96800509833399e-07,9,1.066,6
HP,0.00493705257960997,0.128888888888889,4.51967811019073e-05,64,1.018,30
HP1BP3,0.016341644038509,0.24478623088895,7.96017687551601e-05,147,0.3,150
HPCA,0.00202419155764009,0.0536585365853659,8.26729185162277e-06,33,0.594,12
HPCAL1,0.00429523574426068,0.0617481956696071,0.000131568001905878,55,0.416,24
HPCAL4,0.00138237472229079,0.0105820105820106,7.16524267847921e-06,21,1.679,10
HPD,0.000888669464329795,0.0588235294117647,9.12225968592064e-07,17,0.666,8
HPDL,0.000888669464329795,0.0980392156862745,7.38857834839243e-07,18,1.433,4
HPGD,0.000444334732164898,0.166666666666667,1.45280414245139e-07,9,1.25,5
HPGDS,0.000394964206368798,0,2.83540299477061e-07,7,1.626,4
HPN,0.00473957047642557,0.0232456140350877,4.01151981390285e-05,52,0.192,6
HPR,0.000839298938533695,0.154411764705882,1.70825168110472e-06,15,1.599,7
HPRT1,0.00597383362132807,0.229889807162534,2.43739189469143e-05,95,0.34,89
HPS1,0.000493705257960997,0.0444444444444444,1.38172476523691e-07,10,0.692,4
HPS3,0.00232041471241669,0.0601295097132285,8.42487508701601e-06,40,1.019,15
HPS4,0.000197482103184399,0,2.82640930394641e-08,4,0.633,4
HPS5,0.00192545050604789,0.125506072874494,4.87485114680387e-06,39,0.733,18
HPS6,0.00197482103184399,0.194871794871795,4.26918276192454e-06,39,0.714,26
HPSE,0.00207356208343619,0.13472706155633,3.05871461809106e-06,41,1.159,7
HPSE2,0.00113552209331029,0.0276679841897233,1.9238599119443e-06,22,0.686,4
HPX,0.00345593680572698,0.204968944099379,1.68713334938931e-05,56,1.128,23
HR,0.00227104418662059,0.11304347826087,9.67343009348738e-06,39,0.628,9
HRAS,0.0339175512219205,0.0361397210162917,0.00122494895450994,126,0.926,109
HRASLS,0.000493705257960997,0.2,9.06781865717137e-07,10,1.556,3
HRASLS2,0.000592446309553197,0.0909090909090909,3.91376567195735e-07,12,1.831,2
HRASLS5,0.000345593680572698,0.0476190476190476,2.54653339356328e-06,6,1.337,7
HRC,0.000394964206368798,0,4.2411814545023e-07,8,0.929,6
HRCT1,4.93705257960997e-05,0,0,1,,1
HRES1,9.87410515921995e-05,1,0,2,,1
HRG,0.00276474944458158,0.0779220779220779,9.31058543221816e-06,48,1.495,13
HRH1,0.000740557886941496,0.0380952380952381,1.8334213697993e-06,14,1.156,5
HRH3,0.000197482103184399,0.166666666666667,7.35698510781032e-07,4,0.693,4
HRH4,4.93705257960997e-05,0,0,1,1.438,1
HRK,0.000296223154776598,0.2,1.78276765297053e-07,6,1.793,7
HRNR,0.00720809676623056,0.186112423240435,4.33881400356255e-05,105,1.948,118
HRSP12,0.00182670945445569,0.105105105105105,5.43414320021931e-06,33,0.977,12
HS1BP3,0.00232041471241669,0.0777058279370953,9.4133546798502e-06,39,1.217,15
HS2ST1,0.00735620834361886,0.101306003990568,0.000178628696662362,81,0.465,37
HS3ST1,0.00182670945445569,0.0675675675675676,1.29476408952442e-05,30,1.113,4
HS3ST2,0.000789928412737596,0.025,4.60190025020349e-06,14,0.686,2
HS3ST3A1,0.000148111577388299,0,1.359276622437e-08,3,1.136,3
HS3ST3B1,0.000345593680572698,0,2.16607133367368e-07,7,0.778,3
HS3ST4,0.000592446309553197,0,5.06720281089308e-07,12,0.494,1
HS3ST5,4.93705257960997e-05,0,0,1,0.738,1
HS3ST6,0.000197482103184399,0,5.17052156662367e-08,4,0.876,2
HS6ST1,0.00167859787706739,0.0320855614973262,1.54988007095755e-05,29,0.376,9
HS6ST2,0.00325845470254258,0.0573426573426573,1.29297093562402e-05,54,0.933,12
HS6ST3,0.000345593680572698,0,2.44440630668139e-06,6,0.216,3
HSBP1,0.00286349049617378,0.0852994555353902,2.00675724703421e-05,49,1.402,21
HSBP1L1,0.000543075783757097,0.0181818181818182,6.65754600078652e-07,11,1.69,2
HSCB,0.0399901258948408,0.0383402768240016,0.000810649121922515,127,0.91,5
HSD11B1,0.00103678104171809,0.0333333333333333,1.51352968224982e-06,21,0.662,7
HSD11B1L,0.000148111577388299,0.666666666666667,2.76906791434351e-09,3,1.188,3
HSD11B2,0.000394964206368798,0.321428571428571,1.03876063596074e-07,8,0.819,6
HSD17B1,0.000839298938533695,0.00735294117647059,1.80602137480395e-05,16,1.351,4
HSD17B10,0.0213774376697112,0.168452228209734,0.000177261214270461,147,0.342,143
HSD17B11,0.0192545050604789,0.113558763430229,0.000208059677414188,124,1.463,37
HSD17B12,0.0112071093557146,0.183345678531051,6.60134819695981e-05,128,0.901,116
HSD17B13,0.00686250308565786,0.062767177562298,6.09377148308133e-05,62,1.139,6
HSD17B14,0.00227104418662059,0.0579710144927536,1.73622436835749e-05,39,1.531,9
HSD17B1P1,4.93705257960997e-05,0,0,1,,1
HSD17B2,0.000493705257960997,0.2,2.14827910432992e-07,10,1.725,4
HSD17B3,0.00143174524808689,0.0714285714285714,4.53564236559134e-06,28,1.091,7
HSD17B4,0.00933102937546285,0.175053472925813,7.89835066031649e-05,122,0.745,106
HSD17B6,0.000740557886941496,0.0476190476190476,7.91879624806851e-07,15,0.591,5
HSD17B7,0.00187607998025179,0.0654338549075391,7.55989461154095e-06,34,1.16,15
HSD17B7P2,0.00103678104171809,0.0714285714285714,1.7549959643697e-06,21,,4
HSD17B8,0.00167859787706739,0.0802139037433155,3.98314234964312e-06,30,1.089,14
HSD3B1,0.000394964206368798,0.142857142857143,7.86813274573796e-07,8,1.442,6
HSD3B2,0.000938039990125895,0.0467836257309942,9.12237396476919e-07,17,1.619,3
HSD3B7,0.0189089113799062,0.0872007983267945,0.000209277354839333,123,1.332,6
HSDL1,0.00350530733152308,0.0764587525150906,5.16304904890726e-05,55,0.915,23
HSDL2,0.00622068625030857,0.249015873015873,1.13811991891101e-05,105,0.878,60
HSF1,0.0295729449518637,0.0916689465720459,0.000465862480149501,147,0.414,83
HSF2,0.00355467785731918,0.0809859154929578,1.29212355040387e-05,57,0.315,25
HSF2BP,0.0155517156257714,0.0261045394803357,0.000389407755352224,90,1.812,9
HSF4,0.00246852628980499,0.0563265306122449,9.10453797669831e-06,43,1.108,11
HSF5,0.000197482103184399,0.5,6.96343153434624e-09,4,0.298,3
HSFX1,0.000987410515921995,0.0842105263157895,2.1562154121294e-06,19,,6
HSFX2,0.000444334732164898,0.222222222222222,1.89958621004108e-07,9,,2
HSFY1,0.00162922735127129,0.071969696969697,4.30564902314993e-06,30,,10
HSFY2,0.000493705257960997,0.222222222222222,2.08926899078583e-07,10,,3
HSH2D,0.00113552209331029,0.181818181818182,2.69978527844525e-06,21,,7
HSP90AA1,0.0637867193285609,0.0626293486941028,0.00449138213484552,147,0.353,803
HSP90AA2P,0.00271537891878549,0.276767676767677,1.88233477301717e-06,55,,30
HSP90AA4P,0.00543075783757097,0.0637197664720601,4.49127422321537e-05,65,,20
HSP90AA5P,0.00473957047642557,0.117324561403509,1.59700070116766e-05,67,,18
HSP90AB1,0.0500617131572451,0.0937652723665329,0.0023444134011931,147,0.213,411
HSP90AB2P,0.00572698099234757,0.251124437781109,1.3988977105074e-05,96,,61
HSP90AB3P,0.00478894100222167,0.143685567010309,3.03261059144024e-05,70,,31
HSP90AB4P,0.00627005677610467,0.0943632045994251,8.44931259962593e-05,77,,32
HSP90AB6P,4.93705257960997e-05,0,0,1,,1
HSP90B1,0.0328313996544063,0.107808678322312,0.00119983280775422,147,0.271,300
HSP90B2P,0.00123426314490249,0.17,2.54722583453008e-06,23,,13
HSP90B3P,0.000148111577388299,0,4.1379263692992e-09,3,,3
HSPA12A,0.00508516415699827,0.122596611460118,3.04998890922628e-05,75,0.302,34
HSPA12B,0.00320908417674648,0.0596153846153846,1.3017703297233e-05,59,0.618,8
HSPA13,0.00592446309553197,0.107142857142857,8.10810734189738e-05,74,0.69,30
HSPA14,0.00434460627005678,0.105276907001045,3.17239895364579e-05,65,0.395,41
HSPA1A,0.0776598370772649,0.0704469021609896,0.00320860548895797,147,1.291,354
HSPA1B,0.0154036040483831,0.119156566905763,0.000161233867776664,135,1.478,156
HSPA1L,0.0148111577388299,0.114849498327759,0.000200871110632819,130,1.233,124
HSPA2,0.020784991360158,0.0778871168419862,0.000545807319613322,132,0.671,134
HSPA4,0.0332263638607751,0.101650392697941,0.000942642884350186,147,0.244,550
HSPA4L,0.0127869661811898,0.142228607344886,0.000105238263641543,130,0.621,127
HSPA5,0.0770180202419156,0.0724305521290768,0.00825877406499538,147,0.407,490
HSPA6,0.0169834608738583,0.137365245101363,0.0002633270230081,138,1.384,157
HSPA7,0.00399901258948408,0.230246913580247,1.02540604525669e-05,75,,31
HSPA8,0.108318933596643,0.0591714500559292,0.00927010271445893,147,0.201,643
HSPA9,0.0345099975314737,0.129792458321548,0.000973380415401707,147,0.319,349
HSPB1,0.0353492964700074,0.103715279134274,0.00164108025284468,147,1.872,280
HSPB11,0.00153048629967909,0.36989247311828,5.68745781083736e-06,30,1.347,15
HSPB2,0.00656627993088126,0.044315333789018,8.69457320482984e-05,78,1.48,21
HSPB2-C11orf52,0.000987410515921995,0.0736842105263158,8.15593139309753e-07,19,,1
HSPB3,0.000938039990125895,0.0467836257309942,1.36300626621245e-06,17,1.845,5
HSPB6,0.000641816835349297,0.217948717948718,1.08140437593974e-06,12,1.347,9
HSPB7,0.00108615156751419,0.0909090909090909,1.8827366551718e-06,21,1.576,7
HSPB8,0.00834361885954085,0.0554381515919977,7.92799301254112e-05,85,1.14,38
HSPB9,0.000543075783757097,0.0363636363636364,3.38450767578822e-07,11,,3
HSPBAP1,0.000987410515921995,0.0210526315789474,1.87668774485173e-06,20,1.14,11
HSPBP1,0.00873858306590965,0.131548536209553,9.14826237463757e-05,101,0.652,89
HSPD1,0.0499629721056529,0.089693216515562,0.00239038193262977,147,0.268,351
HSPD1P11,4.93705257960997e-05,0,0,1,,1
HSPE1,0.0147124166872377,0.143854653921768,0.000245980942271721,130,0.556,102
HSPE1-MOB4,0.000493705257960997,0.511111111111111,1.40951902871725e-08,10,0.309,9
HSPG2,0.00370278943470748,0.0702702702702703,5.76605805841921e-05,54,0.412,49
HSPH1,0.0221179955566527,0.166556807286673,0.000192734661153369,147,0.264,215
HTATIP2,0.00296223154776598,0.072316384180791,1.8568047227927e-05,51,1.903,16
HTATSF1,0.00715872624043446,0.257471264367816,1.33769401747832e-05,111,0.217,89
HTN1,0.000197482103184399,0,4.29906641544925e-08,4,1.74,4
HTN3,0.00143174524808689,0.0147783251231527,7.7443478291775e-06,21,1.886,4
HTR1A,0.00133300419649469,0.0911680911680912,4.53164315329409e-05,24,0.699,5
HTR1B,0.00306097259935818,0.0682178741406663,2.77992036577562e-05,51,0.71,11
HTR1D,0.000148111577388299,0.333333333333333,1.73492308264609e-08,3,1.296,1
HTR1E,0.000394964206368798,0.214285714285714,3.04238553192268e-07,8,0.778,5
HTR2A,0.000345593680572698,0.380952380952381,1.68632854188165e-08,7,0.52,7
HTR2B,0.00138237472229079,0.0291005291005291,4.69811093425981e-06,24,1.334,6
HTR2C,0.00622068625030857,0.0344126984126984,3.20284077686904e-05,69,0.867,13
HTR3A,0.00518390520859047,0.0401098901098901,3.62003775108233e-05,56,1.141,2
HTR3B,0.000938039990125895,0.0116959064327485,1.12020610951573e-06,18,0.957,1
HTR3C,0.00429523574426068,0.0253942796043839,2.02408596569038e-05,51,1.339,3
HTR3D,0.000148111577388299,0,1.77479467686732e-08,3,1.263,2
HTR3E,0.000345593680572698,0.0952380952380952,5.32772536084614e-07,7,1.629,3
HTR4,0.000888669464329795,0.0196078431372549,1.84522724489281e-06,16,0.651,2
HTR5A,9.87410515921995e-05,0,1.2153939576375e-08,2,1.023,2
HTR5BP,4.93705257960997e-05,0,0,1,,1
HTR6,0.00261663786719329,0.0587808417997097,8.79125451371879e-06,43,1.275,7
HTR7,0.000296223154776598,0.266666666666667,1.4379410153216e-07,6,0.68,4
HTRA1,0.00202419155764009,0.0463414634146341,2.43013106098193e-05,32,0.752,23
HTRA2,0.0128363367069859,0.0936738936738937,0.00011558372206395,118,0.756,75
HTRA3,0.000839298938533695,0.00735294117647059,9.33097598164545e-07,17,1.233,8
HTRA4,0.00898543569489015,0.0481452249408051,2.85514204574118e-05,110,1.338,6
HTT,0.016341644038509,0.0855625743843267,0.000329598054604513,130,0.176,104
HULC,0.00789928412737596,0.0532232704402516,4.38182728218116e-05,102,,1
HUNK,0.00523327573438657,0.0179694519317161,8.64515880241633e-05,60,0.263,8
HUS1,0.00340656627993088,0.124467178175618,2.13544185546856e-05,56,1.123,54
HUS1B,0.000839298938533695,0.132352941176471,1.26246158380195e-06,16,,4
HUWE1,0.0530733152308072,0.103449828937681,0.00158790456470615,147,0.06,301
HVCN1,0.00162922735127129,0.0606060606060606,4.02903506909748e-06,32,0.535,9
HYAL1,0.00133300419649469,0.0797720797720798,1.95326138030343e-06,27,1.017,3
HYAL2,0.00404838311528018,0.0349292381812707,2.68884848596142e-05,57,0.535,8
HYAL3,0.000493705257960997,0.111111111111111,1.37916760137926e-06,10,1.188,8
HYAL4,0.000197482103184399,0,5.22979138030149e-08,4,1.692,4
HYDIN,0.00113552209331029,0.260869565217391,1.03201062493015e-05,22,0.505,16
HYDIN2,4.93705257960997e-05,0,0,1,,1
HYI,0.00133300419649469,0.0341880341880342,2.48247433441387e-06,27,1.74,9
HYKK,0.000394964206368798,0.0357142857142857,2.61858724103359e-07,8,1.145,8
HYLS1,0.000246852628980499,0.1,4.6607920779966e-08,5,1.433,5
HYOU1,0.0153048629967909,0.122643282179768,0.000201104872501218,130,0.331,131
HYPK,0.00577635151814367,0.0814913056292367,4.67305851809588e-05,74,1.207,27
HYPM,0.00399901258948408,0.0225308641975309,1.49237260852701e-05,57,,6
IAH1,0.00123426314490249,0.313333333333333,1.06304335194769e-06,25,0.914,15
IAPP,0.000148111577388299,0.333333333333333,2.44483849666154e-09,3,1.931,3
IARS,0.0195013576894594,0.168964852534858,0.000145761574100916,147,0.768,189
IARS2,0.0130338188101703,0.159839843299919,0.000120750552177605,127,0.385,77
IBA57,0.00454208837324118,0.311992355470616,1.1803261067855e-05,76,0.957,31
IBD8,4.93705257960997e-05,0,0,1,,1
IBSP,0.000592446309553197,0.0606060606060606,4.57409445354871e-07,12,1.458,2
IBTK,0.00607257467292027,0.184326269492203,1.75635538418272e-05,98,0.413,46
ICA1,0.00123426314490249,0.0666666666666667,3.53958067314537e-06,23,0.577,12
ICA1L,0.000592446309553197,0.0454545454545455,3.75584932317124e-07,12,0.64,8
ICAM1,0.0123426314490249,0.147919678714859,0.000161758221888671,136,0.618,41
ICAM2,0.00266600839298939,0.0216631726065688,5.48951167447885e-06,48,1.253,9
ICAM3,0.00103678104171809,0.0666666666666667,7.08841624249375e-06,20,1.92,12
ICAM4,0.00192545050604789,0.0269905533063428,1.01270247748564e-05,35,1.693,7
ICAM5,0.00271537891878549,0.0888888888888889,8.49858555595408e-06,48,0.542,14
ICE1,0.00251789681560109,0.134117647058824,6.2259703389551e-06,46,,31
ICE2,0.00320908417674648,0.075,9.13628869093211e-06,56,,18
ICK,0.00286349049617378,0.0986085904416213,2.83630358721967e-05,43,0.613,23
ICMT,0.00311034312515428,0.137224782386073,1.25927073162295e-05,56,0.45,33
ICOS,0.000740557886941496,0.0380952380952381,7.87771161438228e-07,15,0.905,8
ICOSLG,0.000938039990125895,0.0467836257309942,2.0451709070281e-06,18,0.919,4
ICT1,0.0192051345346828,0.235139002994726,6.84157623628445e-05,127,1.419,36
ID1,0.00306097259935818,0.105764145954521,1.40522417760357e-05,54,1.845,40
ID2,0.00449271784744508,0.0710622710622711,2.50337163237789e-05,68,0.827,36
ID3,0.00232041471241669,0.0638297872340426,2.42794411408575e-05,41,0.709,24
ID4,0.000938039990125895,0.239766081871345,1.02857649176593e-05,16,1.833,13
IDE,0.00928165884966675,0.0659346910911367,0.000318049692144088,88,0.414,56
IDH1,0.00627005677610467,0.206099237595301,3.89015818694817e-05,86,1.327,55
IDH2,0.0100715872624043,0.142905438037284,8.52015525598919e-05,113,0.384,74
IDH3A,0.00538138731177487,0.299694189602447,9.54921720881974e-06,94,0.55,69
IDH3B,0.00488768205381387,0.192949907235622,2.25310751869372e-05,84,1.264,73
IDH3G,0.00296223154776598,0.205649717514124,3.03577451335827e-06,56,0.711,37
IDI1,0.00192545050604789,0.246963562753036,1.28780169733999e-06,39,1.077,36
IDI2,0.000641816835349297,0.269230769230769,4.2088388160723e-07,12,1.936,5
IDI2-AS1,0.000148111577388299,0.333333333333333,4.52512022314373e-08,3,,3
IDO1,0.000345593680572698,0,5.11504357089059e-07,7,1.078,6
IDO2,0.000543075783757097,0,5.34274644435297e-07,11,1.25,3
IDS,0.00612194519871637,0.042223970626803,3.51154204363108e-05,59,0.18,6
IDUA,0.00330782522833868,0.0610583446404342,2.89025348483507e-05,49,1.166,11
IER2,0.00182670945445569,0.124624624624625,2.90285652258562e-06,35,0.619,9
IER3,0.00113552209331029,0.126482213438735,1.32795261564218e-05,22,0.928,14
IER3IP1,0.00291286102196988,0.0677966101694915,2.76887661195751e-05,45,1.41,13
IER5,0.000493705257960997,0.422222222222222,2.98118783716626e-07,10,0.451,10
IER5L,0.000197482103184399,0.166666666666667,6.59974303656192e-08,4,0.718,3
IFFO1,0.00276474944458158,0.062987012987013,1.83958603289814e-05,47,0.695,18
IFFO2,0.000888669464329795,0.117647058823529,5.87498090124832e-07,18,0.42,12
IFI16,0.0352011848926191,0.119466725499157,0.000327629612492568,147,1.031,60
IFI27,0.000394964206368798,0.107142857142857,1.37811912765004e-06,8,1.737,6
IFI27L1,0.00315971365095038,0.0515873015873016,1.80453778411107e-06,60,1.521,2
IFI30,0.00365341890891138,0.0303591262495372,4.12922795541172e-05,48,1.513,15
IFI35,0.00162922735127129,0.0814393939393939,5.47250482727607e-06,29,1.359,15
IFI44,0.000246852628980499,0,1.32920079864131e-07,5,1.496,6
IFI44L,0.000691187361145396,0.021978021978022,4.8541577683933e-07,14,1.517,5
IFI6,0.00241915576400889,0.0901360544217687,4.35071335905174e-06,48,1.648,5
IFIH1,0.00212293260923229,0.10188261351052,1.05174543891574e-05,38,1.548,40
IFIT1,0.00315971365095038,0.220238095238095,3.08674452326201e-05,55,1.528,30
IFIT1B,0.000296223154776598,0.0666666666666667,5.17590736859973e-08,6,1.908,4
IFIT2,0.00315971365095038,0.246031746031746,1.22799969277709e-05,56,0.835,21
IFIT3,0.00394964206368798,0.206645569620253,5.73810961251222e-05,63,1.184,24
IFIT5,0.00385090101209578,0.153846153846154,2.47236118292675e-05,63,0.915,40
IFITM1,0.0175265366576154,0.05885255033023,0.000156686576097274,126,1.781,11
IFITM10,4.93705257960997e-05,0,0,1,1.034,1
IFITM2,0.000493705257960997,0.0888888888888889,2.07375088218725e-06,9,1.889,8
IFITM3,0.0255245618365836,0.0568875294258768,0.000553761383326969,130,1.839,22
IFITM5,0.000296223154776598,0.0666666666666667,6.89693869770998e-08,6,1.949,2
IFN1@,4.93705257960997e-05,0,0,1,,1
IFNA1,0.000592446309553197,0.166666666666667,2.50666167135784e-06,9,,3
IFNA10,0.000296223154776598,0.0666666666666667,1.10219667836457e-07,6,,2
IFNA13,0.000493705257960997,0.133333333333333,2.28367865727537e-06,8,,4
IFNA14,0.000789928412737596,0.175,2.58800131906276e-06,14,,5
IFNA16,0.000296223154776598,0.333333333333333,3.18118641673082e-06,6,,3
IFNA17,0.000296223154776598,0.0666666666666667,2.45461243888656e-07,5,,3
IFNA2,0.000493705257960997,0.155555555555556,1.32083713331863e-06,9,,6
IFNA21,0.00148111577388299,0.0505747126436782,7.93642681405853e-06,23,,2
IFNA4,0.00197482103184399,0.0371794871794872,1.02824626353326e-05,30,,4
IFNA5,0.000987410515921995,0.121052631578947,2.34351758980028e-05,14,,4
IFNA6,0.000345593680572698,0.238095238095238,1.03051901047836e-06,7,,4
IFNA7,0.000394964206368798,0.178571428571429,3.64029782832787e-07,7,,2
IFNA8,0.000641816835349297,0.102564102564103,3.01128581116394e-06,12,,5
IFNAR1,0.00330782522833868,0.120307553143374,2.24504963376601e-05,55,1.211,32
IFNAR2,0.00133300419649469,0.116809116809117,4.96692442773131e-06,24,1.122,24
IFNB1,0.000345593680572698,0.333333333333333,1.03695635649475e-07,7,,6
IFNE,0.00128363367069859,0.0338461538461538,2.81140724652093e-06,24,1.621,3
IFNG,0.000839298938533695,0.0588235294117647,7.64644822577447e-07,17,0.822,6
IFNGR1,0.00464082942483337,0.135438114847861,2.95098830260156e-05,65,0.7,28
IFNGR2,0.00311034312515428,0.0327700972862263,2.63821753964021e-05,43,0.339,8
IFNK,4.93705257960997e-05,0,0,1,1.896,1
IFNL1,0.000296223154776598,0,7.51422571070978e-07,5,1.521,3
IFNL2,0.000148111577388299,0,2.51525261628798e-07,3,1.868,4
IFNL3,0.000197482103184399,0.166666666666667,4.8112193268707e-08,4,1.914,2
IFNL4,4.93705257960997e-05,0,0,1,,1
IFNLR1,0.00227104418662059,0.0550724637681159,1.20365222450826e-05,42,0.763,6
IFNW1,0.000345593680572698,0.142857142857143,3.663551950077e-07,7,,5
IFRD1,0.00192545050604789,0.195681511470985,4.89404889399519e-06,37,0.674,32
IFRD2,0.00177733892865959,0.250793650793651,2.41722337404187e-06,35,1.106,29
IFT122,0.00296223154776598,0.0853107344632768,8.73698079978376e-06,47,0.858,15
IFT140,0.00261663786719329,0.0667634252539913,5.72036882058859e-06,44,0.818,12
IFT172,0.00266600839298939,0.188679245283019,6.65790476875901e-06,43,0.755,22
