pathway,reactome_id,n_genes,density,mean_loeuf,loeuf_variance,insularity,super_pathway,mean_paralog,mean_cds_length,clustering_score,mean_pubmed,regime,residual,mean_tau,mean_pli,complex_fraction
Deadenylation of mRNA,R-HSA-429947,25,0.367965367965368,0.252681818181818,0.0256293701298701,0.0346091205211726,Other,6.84,2417.76,0,101.227272727273,Topology-Amplified,0.149732195718903,0.245484657871157,0.807446683181818,0.28
M-decay: degradation of maternal mRNAs by maternally stored factors,R-HSA-9820841,46,0.136363636363636,0.412883720930233,0.136927200442968,0.0267329810382344,Other,7.52173913043478,2358.84782608696,0,84.9545454545455,Topology-Amplified,0.119083343007326,0.395535661768054,0.666433717280163,0.282608695652174
Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells,R-HSA-210744,16,0.258333333333333,0.4595625,0.298834929166667,0.0150888293988805,Other,4.375,3092.625,0,146.125,Equilibrium,0.118579011429508,0.443608068319945,0.77628424131875,0.6875
Formation of the embryonic stem cell BAF (esBAF) complex,R-HSA-9933946,19,0.777777777777778,0.342052631578947,0.0550196081871345,0.0538461538461539,Other,8.89473684210526,2109.15789473684,0,119.894736842105,Topology-Amplified,0.117228267563809,0.280412474864628,0.706854299631579,0.631578947368421
Regulation of MITF-M-dependent genes involved in apoptosis,R-HSA-9824594,19,0.228758169934641,0.474777777777778,0.248085477124183,0.0108225108225108,Other,5.31578947368421,2894,0.0196078431372549,123,Topology-Amplified,0.115385272523856,0.430010311203354,0.727399089446667,0.368421052631579
Formation of the beta-catenin:TCF transactivating complex,R-HSA-201722,62,0.268939393939394,0.278151515151515,0.0425679450757576,0.0197840473702543,Signal Transduction,13.4677419354839,1700.85483870968,0.00189393939393939,179.424242424242,Equilibrium,0.114222440413978,0.352519172856892,0.81687355649394,0.403225806451613
Regulation of RUNX1 Expression and Activity,R-HSA-8934593,27,0.154150197628459,0.242176470588235,0.0134290294117647,0.0101141078838174,Other,10.8461538461538,2509.76470588235,0.0220588235294118,95.3913043478261,Decoupled,0.112054936798042,0.372615269871581,0.910305294117647,0.444444444444444
WNT5A-dependent internalization of FZD4,R-HSA-5099900,15,0.428571428571429,0.3034,0.0338996857142857,0.0210133084286715,Signal Transduction,6.33333333333333,1964.4,0,123.666666666667,Decoupled,0.108145022535432,0.3551633538742,0.794091571733333,0.266666666666667
Formation of the canonical BAF (cBAF) complex,R-HSA-9933937,18,0.96078431372549,0.307444444444444,0.0513553202614379,0.0608695652173913,Other,9.77777777777778,2347.66666666667,0,119.611111111111,Topology-Amplified,0.10505201630085,0.305158155180164,0.781096111111111,0.666666666666667
"Respiratory syncytial virus (RSV) genome replication, transcription and translation",R-HSA-9820965,30,0.345588235294118,0.369529411764706,0.0867548897058823,0.00832374037014079,Other,4.47058823529412,1400.82352941176,0,241.470588235294,Equilibrium,0.1047115780285,0.216245312854245,0.834920070588235,0.366666666666667
SUMOylation of transcription cofactors,R-HSA-3899300,44,0.234772978959025,0.29102380952381,0.045351487224158,0.0313771923333087,Other,9.43181818181818,2448.95454545455,0.00464576074332172,163.604651162791,Topology-Amplified,0.102266334951045,0.275687305286406,0.869647871683333,0.75
Synthesis of active ubiquitin: roles of E1 and E2 enzymes,R-HSA-8866652,30,0.291954022988506,0.584724137931035,0.13581713546798,0.0256229193987693,Other,21.9666666666667,1245.2,0,181.166666666667,Equilibrium,0.100179162257114,0.245735287180659,0.561374680123676,0.233333333333333
Formation of neuronal progenitor and neuronal BAF (npBAF and nBAF),R-HSA-9934037,25,0.786666666666667,0.3454,0.0511395,0.0806286299965835,Other,9.84,2279.76,0,104,Topology-Amplified,0.0997129579642071,0.341586528702078,0.69695184652,0.6
Maternal to zygotic transition (MZT),R-HSA-9816359,109,0.0719178082191781,0.593594202898551,0.290153185848252,0.0222013391283919,Other,11.4862385321101,1754.63888888889,0.00289855072463768,106.698630136986,Equilibrium,0.0990424507610948,0.494474448301097,0.560430019138612,0.192660550458716
RUNX2 regulates osteoblast differentiation,R-HSA-8940973,24,0.141304347826087,0.454875,0.211597679347826,0.011063829787234,Other,12.125,1900.25,0,134.541666666667,Equilibrium,0.0981193218239878,0.432382889160474,0.725412674923125,0.625
Pre-NOTCH Transcription and Translation,R-HSA-1912408,78,0.126596980255517,0.322294117647059,0.0627015472370766,0.0158660844250364,Signal Transduction,11.1794871794872,1869.68181818182,0.0053475935828877,141.166666666667,Equilibrium,0.097228047574715,0.378860444066796,0.780484188235294,0.282051282051282
"BMAL1:CLOCK,NPAS2 activates circadian expression",R-HSA-1368108,26,0.158102766798419,0.385695652173913,0.117834766798419,0.0268726906281491,Other,8.30769230769231,2852.19230769231,0,89.0869565217391,Topology-Amplified,0.0960760946074415,0.385228446141962,0.694930761015874,0.423076923076923
Trafficking of GluR2-containing AMPA receptors,R-HSA-416993,17,0.257352941176471,0.3210625,0.0340688625,0.0231023102310231,Other,9.76470588235294,2278.41176470588,0,82.5294117647059,Decoupled,0.0958149174754158,0.470405561874031,0.7154192875,0.235294117647059
Translation initiation complex formation,R-HSA-72649,60,0.533606078316774,0.520135593220339,0.169066808883694,0.0828080359167385,Other,2.69491525423729,949.932203389831,0.000584453535943892,176.610169491525,Topology-Amplified,0.0950362776239015,0.211080765825043,0.745878012491525,0.9
Formation of paraxial mesoderm,R-HSA-9793380,59,0.336466165413534,0.365228070175439,0.0907612149122807,0.0642690443420502,Other,9.47457627118644,1712.54237288136,0.0018796992481203,158.298245614035,Equilibrium,0.0929195798173477,0.30744973348262,0.784612819119298,0.76271186440678
Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),R-HSA-975956,100,0.650219298245614,0.595905263157895,0.184967214333707,0.144292770761856,Other,1.45833333333333,673,0.00219298245614035,178.333333333333,Equilibrium,0.0928545062528812,0.218900211031189,0.717534849157895,0.86
Transcriptional Regulation by NPAS4,R-HSA-9634815,35,0.111742424242424,0.354909090909091,0.0852799602272727,0.0102912960055817,Other,11.0588235294118,2425.23529411765,0.00568181818181818,127.575757575758,Equilibrium,0.0927646112580392,0.429618415180977,0.75847214693303,0.457142857142857
"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",R-HSA-72662,61,0.524858757062147,0.53655,0.182367234745763,0.083950840412073,Other,2.68333333333333,940,0.000564971751412429,175.2,Topology-Amplified,0.0926556243373283,0.213848343670324,0.736907045616667,0.885245901639344
ATP-dependent chromatin remodelers,R-HSA-9932444,31,0.800492610837438,0.332413793103448,0.0489397512315271,0.0933908045977011,Other,8.12903225806452,2561.12903225806,0,99.448275862069,Topology-Amplified,0.0923502839148408,0.329521329890287,0.70472100562069,0.548387096774194
SWI/SNF chromatin remodelers,R-HSA-9932451,31,0.800492610837438,0.332413793103448,0.0489397512315271,0.0933908045977011,Other,8.12903225806452,2561.12903225806,0,99.448275862069,Topology-Amplified,0.0923502839148408,0.329521329890287,0.70472100562069,0.548387096774194
AUF1 (hnRNP D0) binds and destabilizes mRNA,R-HSA-450408,42,0.769512195121951,0.411756097560976,0.14792488902439,0.0628736548425668,Other,10.2142857142857,1207.21428571429,0.0024390243902439,228.682926829268,Equilibrium,0.0916673850818286,0.181193748025211,0.766120999462683,0.928571428571429
Regulation of PD-L1(CD274) transcription,R-HSA-9909649,70,0.283391405342625,0.347119047619048,0.0791495708478513,0.0226082927959231,Immune System,12.5285714285714,1642.75714285714,0,188,Topology-Amplified,0.090226934764553,0.363314531265336,0.762055117919048,0.5
Phospholipase C-mediated cascade; FGFR2,R-HSA-5654221,18,0.0849673202614379,0.879722222222222,0.319715035947712,0.0306965761511216,Signal Transduction,22.3888888888889,932.166666666667,0.0130718954248366,20.9444444444444,Equilibrium,0.0900984544673214,0.751278946035057,0.437253041348784,0.166666666666667
RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known,R-HSA-8939243,37,0.411411411411411,0.284810810810811,0.0321500465465465,0.0487327701200534,Other,8.13513513513514,2493.10810810811,0.00450450450450451,130.567567567568,Equilibrium,0.0897202140164103,0.305198997926979,0.836358296586487,0.891891891891892
Ribosomal scanning and start codon recognition,R-HSA-72702,60,0.547632963179427,0.520389830508475,0.168941241963764,0.0867994441871237,Other,2.28813559322034,939.508474576271,0.000584453535943892,172.271186440678,Topology-Amplified,0.0895978766084636,0.209190045809148,0.745735131135593,0.883333333333333
TGFBR3 expression,R-HSA-9839394,28,0.203703703703704,0.41164,0.158101656666667,0.0150950793961968,Signal Transduction,6.07142857142857,2527.56,0.0166666666666667,115.857142857143,Equilibrium,0.0895191725510153,0.472293755519217,0.7363465072,0.5
L13a-mediated translational silencing of Ceruloplasmin expression,R-HSA-156827,116,0.53989703989704,0.579405405405406,0.183876061425061,0.149119104218969,Other,1.79464285714286,751.419642857143,0.00193050193050193,175.589285714286,Equilibrium,0.0892773671717243,0.21719775809188,0.708848903396396,0.870689655172414
Notch-HLH transcription pathway,R-HSA-350054,28,0.246031746031746,0.301107142857143,0.0846547658730159,0.0228951255539143,Other,6.14285714285714,3570.53571428571,0,157.821428571429,Equilibrium,0.0891711024454038,0.294786582145495,0.81211935,0.75
SARS-CoV-1 modulates host translation machinery,R-HSA-9735869,41,0.81981981981982,0.581054054054054,0.174982108108108,0.0638297872340426,Other,2.13513513513514,565.945945945946,0,197.054054054054,Equilibrium,0.0879841555639878,0.208194528925318,0.759273111621622,0.853658536585366
Regulation of expression of SLITs and ROBOs,R-HSA-9010553,164,0.325227460711332,0.510058064516129,0.15142745764558,0.134703665638917,Other,5.80503144654088,1024.8679245283,0.0021505376344086,165.365384615385,Equilibrium,0.0871391347156524,0.24924472078302,0.729981730885677,0.792682926829268
RUNX2 regulates bone development,R-HSA-8941326,31,0.146236559139785,0.469548387096774,0.251032322580645,0.0155820348304308,Other,11.6774193548387,1983.58064516129,0,128.451612903226,Equilibrium,0.0869091370680792,0.440931745289551,0.731683038650161,0.612903225806452
"Expression of BMAL (ARNTL), CLOCK, and NPAS2",R-HSA-9931509,35,0.201426024955437,0.288264705882353,0.0347326247771836,0.038612677259525,Other,6.37142857142857,3150.34285714286,0.0017825311942959,122.794117647059,Topology-Amplified,0.086890342370212,0.333118230026417,0.784528353334268,0.457142857142857
Regulation of CDH11 Expression and Function,R-HSA-9759475,30,0.12183908045977,0.400571428571429,0.126814031746032,0.0115986431775905,Other,12.9333333333333,2626.28571428571,0.0105820105820106,97.6333333333334,Equilibrium,0.0861336726398442,0.413368520428786,0.703041763471325,0.4
Somitogenesis,R-HSA-9824272,45,0.506342494714588,0.396363636363636,0.110015864693446,0.0749608763693271,Other,9.13333333333333,1328.73333333333,0.00317124735729387,155.318181818182,Equilibrium,0.0861207007068032,0.288766332443079,0.743698197495455,0.8
Regulation of MECP2 expression and activity,R-HSA-9022692,32,0.201612903225806,0.279483870967742,0.0263641913978495,0.0156887354879197,Other,7,2843.03225806452,0.00860215053763441,145.75,Equilibrium,0.0860444579676398,0.359932285315085,0.81315574516129,0.65625
PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA,R-HSA-9954714,95,0.69035409035409,0.628722222222222,0.18217813545568,0.144822110089393,Other,0.934065934065934,566.538461538462,0.00195360195360195,177.241758241758,Equilibrium,0.0859910297437465,0.220560642426913,0.686389831734,0.842105263157895
"RORA,B,C and NR1D1 (REV-ERBA) regulate gene expression",R-HSA-9933387,25,0.25,0.33872,0.0642011266666667,0.031813361611877,Other,6.8,3568.68,0.00333333333333333,142.52,Topology-Amplified,0.0857460207765225,0.3417731497546,0.688904000739164,0.56
Regulation of CDH1 Gene Transcription,R-HSA-9764560,73,0.203765227021041,0.378116279069767,0.0739798194905869,0.026145648312611,Other,16.3424657534247,1358.87671232877,0.00221483942414175,153.325581395349,Equilibrium,0.0853111426905003,0.385895293441345,0.740913790697674,0.397260273972603
GTP hydrolysis and joining of the 60S ribosomal subunit,R-HSA-72706,117,0.534134007585335,0.576553571428572,0.183137168275418,0.151020955274563,Other,1.72566371681416,771.716814159292,0.00189633375474083,172.964601769912,Equilibrium,0.0851887540800045,0.215667636649738,0.711371502473214,0.854700854700855
Peptide chain elongation,R-HSA-156902,94,0.719350811485643,0.619662921348315,0.185766498723187,0.145233654282402,Other,1.14444444444444,561.233333333333,0.00199750312109863,183.444444444444,Equilibrium,0.0850879030726221,0.21664081404926,0.705273827752809,0.872340425531915
Formation of the polybromo-BAF (pBAF) complex,R-HSA-9933939,18,0.954248366013072,0.331444444444444,0.0593368496732026,0.0535976505139501,Other,8.94444444444445,2362,0,130.388888888889,Topology-Amplified,0.0849792734542824,0.242350362374808,0.706870649611111,0.722222222222222
Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,R-HSA-2894862,58,0.136591478696742,0.448637931034483,0.195486480641258,0.0220670108310558,Other,6.5,2347.08620689655,0.00241984271022384,166.719298245614,Equilibrium,0.0848887727030616,0.30820429691885,0.724019237360144,0.672413793103448
Constitutive Signaling by NOTCH1 PEST Domain Mutants,R-HSA-2644606,58,0.136591478696742,0.448637931034483,0.195486480641258,0.0220670108310558,Other,6.5,2347.08620689655,0.00241984271022384,166.719298245614,Equilibrium,0.0848887727030616,0.30820429691885,0.724019237360144,0.672413793103448
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer,R-HSA-2894858,58,0.136591478696742,0.448637931034483,0.195486480641258,0.0220670108310558,Other,6.5,2347.08620689655,0.00241984271022384,166.719298245614,Equilibrium,0.0848887727030616,0.30820429691885,0.724019237360144,0.672413793103448
Signaling by NOTCH1 PEST Domain Mutants in Cancer,R-HSA-2644602,58,0.136591478696742,0.448637931034483,0.195486480641258,0.0220670108310558,Other,6.5,2347.08620689655,0.00241984271022384,166.719298245614,Equilibrium,0.0848887727030616,0.30820429691885,0.724019237360144,0.672413793103448
Signaling by NOTCH1 in Cancer,R-HSA-2644603,58,0.136591478696742,0.448637931034483,0.195486480641258,0.0220670108310558,Other,6.5,2347.08620689655,0.00241984271022384,166.719298245614,Equilibrium,0.0848887727030616,0.30820429691885,0.724019237360144,0.672413793103448
Phosphorylated BMAL1:CLOCK (ARNTL:CLOCK) activates expression of core clock genes,R-HSA-9931510,22,0.157142857142857,0.40052380952381,0.0629371619047619,0.0262738853503185,Other,8.63636363636364,2658.95454545455,0,63.5238095238095,Topology-Amplified,0.0843793112957202,0.369835685850301,0.622989007698191,0.227272727272727
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),R-HSA-975957,120,0.485007496251874,0.574852173913043,0.183539653394355,0.141783358534394,Other,1.79310344827586,946.577586206896,0.00239880059970015,162.525862068966,Equilibrium,0.0838683850436411,0.22101037606646,0.708158743367655,0.825
Nonsense-Mediated Decay (NMD),R-HSA-927802,120,0.485007496251874,0.574852173913043,0.183539653394355,0.141783358534394,Other,1.79310344827586,946.577586206896,0.00239880059970015,162.525862068966,Equilibrium,0.0838683850436411,0.22101037606646,0.708158743367655,0.825
Regulation of Expression and Function of Type II Classical Cadherins,R-HSA-9764260,33,0.102272727272727,0.421129032258065,0.132530382795699,0.0116404397499461,Other,13.5454545454545,2556.87096774194,0.00860215053763441,90.0909090909091,Equilibrium,0.0837083447585918,0.425885750689938,0.671515463780552,0.363636363636364
Eukaryotic Translation Elongation,R-HSA-156842,99,0.654871220604703,0.613978494623656,0.182581173445535,0.142141850177434,Other,1.46315789473684,597.063829787234,0.00183024479524136,182.505263157895,Equilibrium,0.0835308757089251,0.221449821648497,0.697106543756022,0.838383838383838
Ribosome-associated quality control,R-HSA-9948299,149,0.388855116514691,0.545878571428571,0.158258294501542,0.133723563638898,Other,3.21379310344828,879.620689655173,0.0022289766970618,188.283687943262,Topology-Amplified,0.0835175518101561,0.211213649484594,0.679197355964786,0.798657718120805
Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide,R-HSA-9954709,106,0.368789940218512,0.52130612244898,0.160651059962129,0.0881389333661781,Other,4.00970873786408,881.47572815534,0.00226757369614512,192.818181818182,Topology-Amplified,0.0833718761894939,0.207278887378474,0.693013907346939,0.783018867924528
Eukaryotic Translation Termination,R-HSA-72764,98,0.672510518934081,0.622380434782609,0.184613469063545,0.147055816806379,Other,1.18085106382979,583.258064516129,0.00210378681626928,174.075268817204,Equilibrium,0.083132818952038,0.218233215057874,0.694663268152179,0.826530612244898
NOTCH1 Intracellular Domain Regulates Transcription,R-HSA-2122947,48,0.193262411347518,0.390791666666667,0.142394253546099,0.0220658940229769,Signal Transduction,7.14583333333333,2589.625,0.00265957446808511,202.3125,Equilibrium,0.0829897735608051,0.308723321140286,0.762726401894167,0.770833333333333
Regulation of ornithine decarboxylase (ODC),R-HSA-350562,38,0.71021021021021,0.402945945945946,0.10733333033033,0.0857194635737586,Metabolism,8,1063.42105263158,0.003003003003003,159.513513513514,Equilibrium,0.0829802631405918,0.211916856709368,0.739718958815857,0.789473684210526
PI-3K cascade:FGFR2,R-HSA-5654695,23,0.110671936758893,0.735608695652174,0.327404612648221,0.0217306946061312,Signal Transduction,19.9130434782609,1072.4347826087,0.00790513833992095,67.5652173913043,Equilibrium,0.0823999314984272,0.651278025427014,0.5648311067947,0.347826086956522
Viral mRNA Translation,R-HSA-192823,102,0.704619225967541,0.634067415730337,0.186435836312564,0.144178204669698,Other,1.05555555555556,550.033333333333,0.00199750312109863,177.888888888889,Equilibrium,0.082225263728053,0.217920112071644,0.68323914235967,0.784313725490196
ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA,R-HSA-9954716,101,0.626932989690722,0.632583333333333,0.180465424561404,0.137802431252213,Other,1.35051546391753,659.319587628866,0.00214776632302406,194.051546391753,Equilibrium,0.0819910593168211,0.218719134717047,0.656528252802188,0.841584158415842
NOTCH4 Intracellular Domain Regulates Transcription,R-HSA-9013695,20,0.252631578947368,0.3661,0.0955088315789474,0.0178438661710037,Signal Transduction,9.2,3339.75,0.00526315789473684,141.85,Equilibrium,0.0819766527948248,0.355030837630535,0.79075455,0.75
FGFR2 ligand binding and activation,R-HSA-190241,20,0.0818713450292398,1.0147,0.367697484210526,0.0318181818181818,Signal Transduction,19.75,752.55,0.0157894736842105,11.5789473684211,Equilibrium,0.0817862996000486,0.769041279879925,0.423166837813906,0.1
Formation of a pool of free 40S subunits,R-HSA-72689,106,0.595224228305184,0.610386138613861,0.189689639405941,0.146512794781736,Other,0.745098039215686,669.558823529412,0.001941370607649,175.480392156863,Equilibrium,0.0816645926863359,0.216682766496271,0.687320775019802,0.886792452830189
Formation of the non-canonical BAF (ncBAF) complex,R-HSA-9933947,17,0.933333333333333,0.375933333333333,0.056214780952381,0.0492833794317325,Other,8.11764705882353,2239.05882352941,0,125.066666666667,Topology-Amplified,0.0816199302064629,0.243786416930195,0.631514459533333,0.588235294117647
Cap-dependent Translation Initiation,R-HSA-72737,124,0.487114845938375,0.588613445378151,0.189923408631249,0.150549735953597,Other,1.96666666666667,805.075,0.00196078431372549,168.875,Topology-Amplified,0.0805136104670308,0.216332226495846,0.693021894346288,0.814516129032258
Eukaryotic Translation Initiation,R-HSA-72613,124,0.487114845938375,0.588613445378151,0.189923408631249,0.150549735953597,Other,1.96666666666667,805.075,0.00196078431372549,168.875,Topology-Amplified,0.0805136104670308,0.216332226495846,0.693021894346288,0.814516129032258
SPOP-mediated proteasomal degradation of PD-L1(CD274),R-HSA-9929491,46,0.617171717171717,0.369955555555556,0.0708877252525253,0.0547711890995473,Immune System,9.10869565217391,1054.04347826087,0.00101010101010101,214.866666666667,Equilibrium,0.0801431800248929,0.209982588771561,0.781689371111111,0.91304347826087
Signaling by NOTCH4,R-HSA-9013694,72,0.308488612836439,0.386169014084507,0.100270456740443,0.0599163583722053,Signal Transduction,8.15277777777778,1809.125,0.00120724346076459,186.942857142857,Equilibrium,0.0801357646327339,0.254394288285898,0.775827765223217,0.847222222222222
HDMs demethylate histones,R-HSA-3214842,26,0.0303030303030303,0.309318181818182,0.106464703463203,0.00521415270018622,Other,7.15384615384615,3181.38461538462,0.00432900432900433,46.6363636363636,Decoupled,0.0797824296199282,0.338903014230846,0.829818234176819,0.153846153846154
Gastrulation,R-HSA-9758941,120,0.11814935569011,0.469034782608696,0.117190788253242,0.0559003929922503,Other,14.5378151260504,1563.97435897436,0.00091533180778032,99.921052631579,Equilibrium,0.0791858472837597,0.513267877304535,0.669567828681558,0.541666666666667
RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,R-HSA-8936459,65,0.168168168168168,0.395888888888889,0.191693701587302,0.0217602486885564,Other,14.4,2313.28125,0.00476190476190476,124.27027027027,Equilibrium,0.0790717455971082,0.406804097031133,0.759383563888889,0.369230769230769
Regulation of MITF-M-dependent genes involved in pigmentation,R-HSA-9824585,42,0.272938443670151,0.547785714285714,0.272667050522648,0.0592237903225807,Other,9.90476190476191,2112.85714285714,0.00116144018583043,94.7142857142857,Topology-Amplified,0.0790430221375734,0.432388127794595,0.599764224115876,0.547619047619048
Metabolism of polyamines,R-HSA-351202,46,0.486868686868687,0.451727272727273,0.139782202959831,0.0842289209261686,Metabolism,7.08695652173913,1089.0652173913,0.00211416490486258,134.088888888889,Equilibrium,0.0786166354046574,0.247414883582723,0.700678900107591,0.652173913043478
NOTCH3 Intracellular Domain Regulates Transcription,R-HSA-9013508,25,0.146666666666667,0.48324,0.201970856666667,0.0177562550443906,Signal Transduction,6.56,2920.32,0,113.52,Topology-Amplified,0.0785853485221957,0.449160469160857,0.665362466264801,0.64
Signaling by NOTCH2,R-HSA-1980145,36,0.104838709677419,0.603727272727273,0.307859017045455,0.0152403282532239,Signal Transduction,6.05555555555556,2023.66666666667,0.00189393939393939,102.0625,Equilibrium,0.0784768213037385,0.37187939851078,0.606033110311395,0.5
Selenocysteine synthesis,R-HSA-2408557,98,0.65684899485741,0.650597826086957,0.185046616698519,0.145648680868709,Metabolism,0.936170212765957,603.031914893617,0.0018700327255727,171.688172043011,Equilibrium,0.078442865758862,0.22360452638839,0.660793669705631,0.816326530612245
Regulation of endogenous retroelements by Piwi-interacting RNAs (piRNAs),R-HSA-9845323,66,0.557057057057057,0.413763157894737,0.164017266714083,0.0607997377908882,Other,14.5,1496.31818181818,0.0042674253200569,155.837837837838,Equilibrium,0.0783928776971515,0.325574762234506,0.688383861192193,0.424242424242424
Vif-mediated degradation of APOBEC3G,R-HSA-180585,42,0.778093883357041,0.397263157894737,0.119954199146515,0.0730843743737057,Other,8.5609756097561,1051.46341463415,0.00142247510668563,209.184210526316,Equilibrium,0.0783496248730978,0.191508627513607,0.772020334210526,0.833333333333333
PKMTs methylate histone lysines,R-HSA-3214841,46,0.186344238975818,0.332210526315789,0.133064116642959,0.0235230741605315,Other,12.0869565217391,3624.52173913044,0,101.552631578947,Topology-Amplified,0.0778853989425762,0.340564309897713,0.765727747328421,0.521739130434783
Cellular response to hypoxia,R-HSA-1234174,62,0.399181765049679,0.450423728813559,0.101703213909994,0.0639423301970697,Signal Transduction,7.2258064516129,1316.51612903226,0.00292226767971946,211.050847457627,Equilibrium,0.0771597310275388,0.254491860200238,0.665851518733944,0.774193548387097
Norepinephrine Neurotransmitter Release Cycle,R-HSA-181430,18,0.154411764705882,0.449529411764706,0.171833764705882,0.0301941049604601,Other,12.1111111111111,2815.5,0.00735294117647059,33.2352941176471,Equilibrium,0.0771325115917799,0.579394150912725,0.664063697823648,0.277777777777778
Disorders of Developmental Biology,R-HSA-9675151,18,0.326797385620915,0.326777777777778,0.0502759477124183,0.0142694063926941,Other,6.05555555555556,2943.66666666667,0,184.722222222222,Equilibrium,0.077044962590582,0.29456922155132,0.798124944444445,0.833333333333333
Serotonin Neurotransmitter Release Cycle,R-HSA-181429,18,0.161764705882353,0.344375,0.0362409166666667,0.0336906584992343,Other,9.61111111111111,2854,0,34.1764705882353,Equilibrium,0.0763906635496184,0.575204832475701,0.7052406226875,0.388888888888889
Hh mutants are degraded by ERAD,R-HSA-5362768,43,0.707317073170732,0.37252380952381,0.0772302067363531,0.0748065348237317,Other,8.18604651162791,1177.04651162791,0.00232288037166086,194.261904761905,Equilibrium,0.0763493154051803,0.199953949307846,0.769330617925141,0.883720930232558
SARS-CoV-2 modulates host translation machinery,R-HSA-9754678,55,0.506122448979592,0.66768,0.197750834285714,0.0639076431479668,Other,1.62,693.42,0.000816326530612245,166.32,Equilibrium,0.0762609015249068,0.248297800177227,0.667884031798013,0.872727272727273
"Formation of the ternary complex, and subsequently, the 43S complex",R-HSA-72695,53,0.580693815987934,0.557634615384615,0.176926001131222,0.0781329274479959,Other,1,837.346153846154,0.000754147812971343,175.653846153846,Equilibrium,0.0759982165614459,0.211235609805691,0.723681398788462,0.943396226415094
Regulation of activated PAK-2p34 by proteasome mediated degradation,R-HSA-211733,37,0.857142857142857,0.368527777777778,0.0782866563492064,0.0768464494094208,Other,9.94594594594595,1080.48648648649,0.00158730158730159,203.194444444444,Decoupled,0.0759516429834361,0.179187467828775,0.787821463888889,0.891891891891892
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,R-HSA-1234176,53,0.518367346938776,0.4172,0.0833930612244898,0.0683126243881448,Signal Transduction,7.77358490566038,1118.94339622642,0.00244897959183673,213.36,Equilibrium,0.0757236981120105,0.229789821560943,0.70817805038,0.792452830188679
Signaling by cytosolic FGFR1 fusion mutants,R-HSA-1839117,18,0.132352941176471,0.323823529411765,0.0621457794117647,0.00759974667511083,Other,11,2928.33333333333,0.0220588235294118,142.176470588235,Equilibrium,0.0754197456492427,0.311996290373067,0.799019260588235,0.555555555555556
NPAS4 regulates expression of target genes,R-HSA-9768919,22,0.0952380952380952,0.415571428571429,0.110115557142857,0.00695168578380257,Other,12.9090909090909,1992.81818181818,0,152.714285714286,Equilibrium,0.0751716375707841,0.499201599159689,0.67838746899,0.454545454545455
GLI3 is processed to GLI3R by the proteasome,R-HSA-5610785,47,0.581642512077295,0.360444444444445,0.069076797979798,0.0648148148148148,Signal Transduction,8.46808510638298,1182.89361702128,0.00193236714975845,218.391304347826,Decoupled,0.0743399673714053,0.214361297457109,0.777722104444445,0.851063829787234
Signaling by ROBO receptors,R-HSA-376176,210,0.208407960199005,0.494005025125628,0.132043893914015,0.122715022263886,Other,8.10243902439024,1283.28292682927,0.00199004975124378,146.73631840796,Equilibrium,0.0740155847286833,0.287443222669541,0.708941132813719,0.70952380952381
EGR2 and SOX10-mediated initiation of Schwann cell myelination,R-HSA-9619665,29,0.0512820512820513,0.481074074074074,0.0717460712250712,0.00761260308733348,Other,12.5862068965517,3315.10344827586,0,67.3703703703704,Equilibrium,0.0738988416492827,0.513723549993917,0.537001951597408,0.344827586206897
Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,R-HSA-9659787,17,0.566176470588235,0.429058823529412,0.0839641838235294,0.0487341772151899,Other,11.8235294117647,1144.76470588235,0,152.647058823529,Decoupled,0.0738550364485855,0.425861595471699,0.762585676470588,0.705882352941177
"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)",R-HSA-9661069,17,0.566176470588235,0.429058823529412,0.0839641838235294,0.0487341772151899,Other,11.8235294117647,1144.76470588235,0,152.647058823529,Decoupled,0.0738550364485855,0.425861595471699,0.762585676470588,0.705882352941177
Transcriptional regulation by RUNX1,R-HSA-8878171,202,0.114609749225134,0.437,0.149904839506173,0.0666721304757612,Other,12.2388059701493,1917.70833333333,0.00181776868893433,122.538461538462,Equilibrium,0.0735088869627993,0.379020792765215,0.703852141485376,0.589108910891089
mRNA Polyadenylation,R-HSA-9770562,127,0.277090363704537,0.441024,0.157923878451613,0.0928761441947173,Other,5.91338582677165,1642.13385826772,0.00193548387096774,152.259842519685,Topology-Amplified,0.0730572339465983,0.219183422054485,0.72337860486471,0.858267716535433
