pathway,reactome_id,n_genes,density,mean_loeuf,loeuf_variance,insularity,super_pathway,mean_paralog,mean_cds_length,clustering_score,mean_pubmed,regime,residual,mean_tau,mean_pli,complex_fraction
"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation",R-HSA-2892247,13,0.181818181818182,0.520666666666667,0.12079096969697,0.00785083415112856,Other,16.5384615384615,1694.30769230769,0,46.5,Equilibrium,,0.724285898925282,0.6573103025,0.307692307692308
"POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation",R-HSA-2892245,10,0.0444444444444444,0.5295,0.0735993888888889,0.00179452669358457,Other,12.4,1338.3,0,21.5,Equilibrium,,0.736802643822037,0.6581812,0.2
PRC2 methylates histones and DNA,R-HSA-212300,44,0.769230769230769,0.318714285714286,0.139472373626374,0.0296924708377519,Other,16.7045454545455,1027.29545454545,0,115.785714285714,Equilibrium,,0.383814031573488,0.801362928571429,0.204545454545455
"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases",R-HSA-8849471,14,0.285714285714286,0.553428571428572,0.147891802197802,0.0079717921201901,Signal Transduction,15.7857142857143,2060.57142857143,0,97.6428571428571,Equilibrium,,0.292537118551115,0.49168257957146,0.785714285714286
Packaging Of Telomere Ends,R-HSA-171306,32,1,0.667333333333333,0.167089066666667,0.0181159420289855,Cell Cycle & DNA,18.75,588.28125,0,55.1666666666667,Equilibrium,,0.26146974490086,0.458940547166853,0.1875
Passive transport by Aquaporins,R-HSA-432047,13,0.0454545454545455,1.14353846153846,0.139368269230769,0.00662251655629139,Transport & Vesicles,9.61538461538461,867.461538461538,0.0512820512820513,4.66666666666667,Equilibrium,,0.807117306397897,0.0453897365769231,0
Pentose phosphate pathway,R-HSA-71336,15,0.133333333333333,0.8894,0.198832685714286,0.0166765932102442,Metabolism,2.26666666666667,1149.4,0,48.8666666666667,Equilibrium,,0.40515235248644,0.274440405237502,0
Peptide hormone biosynthesis,R-HSA-209952,12,0.0222222222222222,1.09172727272727,0.270968418181818,0.0114285714285714,Other,16.6666666666667,910.25,0.0181818181818182,6.3,Equilibrium,,0.871374930660377,0.241782912266273,0
Pervasive developmental disorders,R-HSA-9005895,13,0.397435897435897,0.328846153846154,0.0256184743589744,0.0122967076556922,Other,4.76923076923077,2425.38461538462,0,200.538461538462,Equilibrium,,0.322738734615673,0.783848384615385,0.769230769230769
Pexophagy,R-HSA-9664873,11,0.381818181818182,0.763636363636364,0.138054454545455,0.00703871292106586,Other,11.8181818181818,2136,0,249.090909090909,Equilibrium,,0.218510550594766,0.206858992241491,0.545454545454545
Phase 2 - plateau phase,R-HSA-5576893,15,0.054945054945055,0.896571428571429,0.430181032967033,0.0117370892018779,Other,5.86666666666667,2244.6,0.043956043956044,12.8571428571429,Equilibrium,,0.672015540329564,0.383587438382357,0.2
Phase 4 - resting membrane potential,R-HSA-5576886,19,0,0.908631578947368,0.199764467836257,0,Other,14.2105263157895,1193.36842105263,0.0175438596491228,5,Equilibrium,,0.765553005083533,0.240704327747368,0
Phenylalanine and tyrosine metabolism,R-HSA-8963691,11,0.0444444444444444,1.1785,0.163227833333333,0.0165289256198347,Metabolism,4.09090909090909,1129.36363636364,0,11.7,Equilibrium,,0.62914597103053,0.0011899901686058,0
Phospholipase C-mediated cascade: FGFR1,R-HSA-5654219,16,0.116666666666667,0.9060625,0.357843529166667,0.0229320229320229,Signal Transduction,21.5,1137.5625,0.0166666666666667,27.75,Equilibrium,,0.741819624486096,0.372886199017382,0.125
Phospholipase C-mediated cascade; FGFR3,R-HSA-5654227,13,0.0769230769230769,0.783,0.198346833333333,0.0145102781136638,Signal Transduction,22.9230769230769,1052.30769230769,0,26,Equilibrium,,0.737948424292543,0.397237670785239,0.153846153846154
Phospholipase C-mediated cascade; FGFR4,R-HSA-5654228,15,0.0571428571428571,0.769266666666667,0.129639495238095,0.0121457489878543,Signal Transduction,21.5333333333333,1150.8,0.0190476190476191,22.3333333333333,Equilibrium,,0.771665717302398,0.384741595866715,0.133333333333333
Phosphorylation and nuclear translocation of the CRY:PER:kinase complex,R-HSA-9931530,14,0.417582417582418,0.401071428571429,0.0516549945054945,0.0144514166191291,Other,7,1738.07142857143,0,133.928571428571,Equilibrium,,0.256793830523634,0.621137225833,0.571428571428571
"Phosphorylation of CLOCK, acetylation of BMAL1 (ARNTL) at target gene promoters",R-HSA-9931512,11,0.333333333333333,0.4234,0.0723231555555555,0.0194678780012979,Other,6.90909090909091,3831.27272727273,0,93.9,Equilibrium,,0.325145067579126,0.4933901161662,0.363636363636364
Physiological factors,R-HSA-5578768,14,0.0879120879120879,0.701071428571429,0.325949763736264,0.00995644057249533,Other,9,2089.92857142857,0,37.9285714285714,Equilibrium,,0.628324159028011,0.459167663714286,0.285714285714286
Platelet Adhesion to exposed collagen,R-HSA-75892,16,0.158333333333333,0.800375,0.309236116666667,0.0181124880838894,Other,19.6875,2774.625,0.00833333333333333,53.875,Equilibrium,,0.568721196475321,0.414370635004948,0.4375
Polymerase switching,R-HSA-69091,14,0.626373626373626,0.649142857142857,0.108469516483516,0.0469909315746084,Cell Cycle & DNA,1.28571428571429,1749.21428571429,0,123,Equilibrium,,0.409923599721997,0.292461072052143,1
Positive Regulation of CDH1 Gene Transcription,R-HSA-9764790,12,0.151515151515152,0.25025,0.0205529318181818,0.00804828973843059,Other,14.5,2359.5,0,117.583333333333,Equilibrium,,0.462894592725167,0.888580833333333,0.583333333333333
Postsynaptic nicotinic acetylcholine receptors,R-HSA-622327,14,0.102564102564103,0.9975,0.0424293461538461,0.0237037037037037,Other,45,1521.85714285714,0.054945054945055,5.46153846153846,Equilibrium,,0.888854351734991,0.0102820421136586,0.142857142857143
Prednisone ADME,R-HSA-9757110,10,0.0222222222222222,1.036,0.187824888888889,0.00353356890459364,Other,16.9,1632.3,0.0222222222222222,25.7,Equilibrium,,0.815480339931259,0.11780334967523,0
Pregnenolone biosynthesis,R-HSA-196108,12,0.0222222222222222,1.1739,0.153246766666667,0.00487804878048781,Metabolism,4.33333333333333,1298.5,0,14.9,Equilibrium,,0.514872294702783,0.0092058279577533,0
Presynaptic depolarization and calcium channel opening,R-HSA-112308,12,0.0909090909090909,0.39275,0.0512722045454545,0.0261437908496732,Other,9.33333333333333,3366.25,0,10.3333333333333,Equilibrium,,0.651696645775373,0.611269485158333,0.0833333333333333
Presynaptic nicotinic acetylcholine receptors,R-HSA-622323,12,0.145454545454545,1.01808333333333,0.0448655378787879,0.0277777777777778,Other,45,1523,0.0757575757575758,5.36363636363636,Equilibrium,,0.894363915154484,0.0119605051492683,0.166666666666667
Prevention of phagosomal-lysosomal fusion,R-HSA-9636383,18,0.333333333333333,0.642888888888889,0.162752861111111,0.00435492651061513,Other,22.1111111111111,1169.33333333333,0,225.555555555556,Equilibrium,,0.194771397119873,0.471876788888889,0.277777777777778
Processing and activation of SUMO,R-HSA-3215018,10,0.511111111111111,0.4673,0.1152589,0.0205632543585159,Other,5.7,1151.7,0,124,Equilibrium,,0.241438874255056,0.79876461,0.4
Processing of SMDT1,R-HSA-8949664,16,0.333333333333333,0.976692307692308,0.180766564102564,0.0179868557592529,Transport & Vesicles,2.3125,1366.3125,0.0128205128205128,64.9230769230769,Equilibrium,,0.25245893421941,0.0808421664632741,0
Processive synthesis on the lagging strand,R-HSA-69183,15,0.733333333333333,0.718266666666667,0.230306780952381,0.0144900263455024,Cell Cycle & DNA,1.46666666666667,1811.2,0,119.733333333333,Equilibrium,,0.410156553224749,0.247835411264193,0.933333333333333
Prolactin receptor signaling,R-HSA-1170546,15,0.257142857142857,0.6182,0.271339885714286,0.0149916712937257,Immune System,11.3333333333333,1603.2,0.0380952380952381,172.4,Equilibrium,,0.510784880121114,0.533062529276667,0.666666666666667
Prolonged ERK activation events,R-HSA-169893,14,0.318681318681319,0.3875,0.0303025769230769,0.0104523337538295,Signal Transduction,14.7857142857143,1709.78571428571,0.010989010989011,127.214285714286,Equilibrium,,0.277224229778323,0.699930568342857,0.928571428571429
Protein lipoylation,R-HSA-9857492,10,0.155555555555556,1.0389,0.143989433333333,0.0112359550561798,Other,1.1,1010.1,0,38.2,Equilibrium,,0.334763146413351,0.1725314822952,0.1
Protein methylation,R-HSA-8876725,17,0.208791208791209,0.822769230769231,0.375710358974359,0.0057005700570057,Other,5.64705882352941,1195.23529411765,0,179.071428571429,Equilibrium,,0.254952260595735,0.445069171311967,0.352941176470588
Purine ribonucleoside monophosphate biosynthesis,R-HSA-73817,11,0.416666666666667,0.718333333333333,0.10941525,0.0160342063067878,Metabolism,0.909090909090909,1963.90909090909,0.0277777777777778,93.7777777777778,Equilibrium,,0.371750400449559,0.220513906078769,0
Purine salvage,R-HSA-74217,13,0.106060606060606,1.07316666666667,0.159483242424242,0.0201438848920863,Metabolism,2.46153846153846,1313.5,0,30,Equilibrium,,0.383518691742475,0.0781357596740467,0
Pyrimidine catabolism,R-HSA-73621,12,0,1.16725,0.107797477272727,0,Metabolism,1.58333333333333,1330.25,0,12.6363636363636,Equilibrium,,0.607809127166788,0.00163485667584131,0
Pyrimidine salvage,R-HSA-73614,11,0.0666666666666667,1.0162,0.0659821777777778,0.00923076923076923,Metabolism,1.54545454545455,961.363636363636,0,21.8,Equilibrium,,0.440102525108397,0.0868502535540004,0
RHO GTPases activate KTN1,R-HSA-5625970,11,0.436363636363636,0.545909090909091,0.107460290909091,0.0082930200414651,Signal Transduction,17.2727272727273,1793.18181818182,0,111.545454545455,Equilibrium,,0.351314143384361,0.539182563636364,0.727272727272727
RHOBTB3 ATPase cycle,R-HSA-9706019,10,0.311111111111111,0.5882,0.0973119555555556,0.00533536585365854,Signal Transduction,20.6,1489.8,0,120.7,Equilibrium,,0.408847049072653,0.46686654595,0.6
RNA Polymerase I Promoter Opening,R-HSA-73728,31,0.333333333333333,0.398666666666667,0.0881373333333333,0.00279329608938548,Other,22.0967741935484,499.548387096774,0,135,Equilibrium,,0.19789716916284,0.462151333333333,0.0645161290322581
RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs),R-HSA-8877330,10,0.111111111111111,0.6618,0.259327288888889,0.0116414435389988,Other,10.8,1689,0,25.9,Equilibrium,,0.706396082938614,0.55536604516,0.5
RUNX3 regulates NOTCH signaling,R-HSA-8941856,14,0.32967032967033,0.254857142857143,0.0223452087912088,0.0155763239875389,Other,4.07142857142857,3516.64285714286,0,169.142857142857,Equilibrium,,0.324690924179781,0.90982,0.714285714285714
RUNX3 regulates p14-ARF,R-HSA-8951936,10,0.177777777777778,0.4775,0.138246722222222,0.00335993280134397,Other,11.1,1942.8,0,182.2,Equilibrium,,0.42590450975365,0.677813803,0.8
Reactions specific to the complex N-glycan synthesis pathway,R-HSA-975578,10,0.0666666666666667,1.0247,0.236013344444444,0.0109090909090909,Other,3.7,1563.3,0,11.5,Equilibrium,,0.59221123222202,0.0391767204268,0
Receptor Mediated Mitophagy,R-HSA-8934903,11,0.345454545454545,0.772181818181818,0.340494763636364,0.00852591429212475,Other,4.63636363636364,1005.54545454545,0.0181818181818182,170.727272727273,Equilibrium,,0.234005171000386,0.540310028054545,0.636363636363636
Recognition and association of DNA glycosylase with site containing an affected purine,R-HSA-110330,36,0.355555555555556,0.9225,0.221592055555556,0.0169043845747491,Cell Cycle & DNA,16.75,679.25,0,42.7,Equilibrium,,0.330187051890208,0.275364328452899,0.166666666666667
Recognition and association of DNA glycosylase with site containing an affected pyrimidine,R-HSA-110328,41,0.152380952380952,0.975733333333333,0.188427352380952,0.0136518771331058,Cell Cycle & DNA,14.8292682926829,725.19512195122,0,34.7333333333333,Equilibrium,,0.304564530881769,0.183758846768786,0.195121951219512
Reduction of cytosolic Ca++ levels,R-HSA-418359,12,0.242424242424242,0.462,0.148487272727273,0.0132890365448505,Other,17.3333333333333,2795,0,64.8333333333333,Equilibrium,,0.560587009176769,0.578158759382949,0.0833333333333333
Regulated proteolysis of p75NTR,R-HSA-193692,11,0.327272727272727,0.484818181818182,0.206758963636364,0.0137878207583301,Signal Transduction,5.27272727272727,1537.09090909091,0,131,Equilibrium,,0.312289914842324,0.703104214548034,0.909090909090909
Regulation by c-FLIP,R-HSA-3371378,11,0.8,0.711818181818182,0.180279563636364,0.0322698936560323,Other,12.6363636363636,1239.81818181818,0.0363636363636364,119.545454545455,Equilibrium,,0.415750446966497,0.342105373054546,0.545454545454545
Regulation of BACH1 activity,R-HSA-9708530,16,0.20952380952381,0.549636363636364,0.156713854545455,0.00751751238681018,Signal Transduction,10.0625,1171.63636363636,0,228.066666666667,Equilibrium,,0.289490393839137,0.657973090909091,0.5
Regulation of CDH1 mRNA translation by microRNAs,R-HSA-9764562,15,0.352380952380952,0.216545454545455,0.0153974727272727,0.00758663112569202,Other,5.8,3281.72727272727,0.0545454545454545,82.6666666666667,Equilibrium,,0.371845244872959,0.894749090909091,0.333333333333333
Regulation of CDH11 function,R-HSA-9762292,11,0.254545454545455,0.493727272727273,0.137169818181818,0.010958904109589,Other,16.7272727272727,2474.72727272727,0,132.545454545455,Equilibrium,,0.431540330358498,0.541371731870645,0.454545454545455
Regulation of CDH11 gene transcription,R-HSA-9762293,10,0.0222222222222222,0.4565,0.168424944444444,0.000969932104752667,Other,19.8,1800.3,0.0222222222222222,79.6,Equilibrium,,0.510755230762345,0.692103032662,0.4
Regulation of CDH11 mRNA translation by microRNAs,R-HSA-9759811,11,0.472727272727273,0.170222222222222,0.00647519444444445,0.0114335971855761,Other,6.54545454545455,3676.33333333333,0.0833333333333333,63.3636363636364,Equilibrium,,0.319373920400373,0.978761111111111,0.272727272727273
Regulation of FOXO transcriptional activity by acetylation,R-HSA-9617629,10,0.377777777777778,0.4398,0.110597288888889,0.00948660714285714,Other,15.7,2748.9,0,238.7,Equilibrium,,0.2574921322166,0.623623861,0.7
Regulation of IFNG signaling,R-HSA-877312,14,0.318681318681319,0.408285714285714,0.0889948351648352,0.0181704260651629,Immune System,17.9285714285714,1600.28571428571,0,118.214285714286,Equilibrium,,0.379203748412064,0.792773785714286,0.571428571428571
Regulation of KIT signaling,R-HSA-1433559,16,0.416666666666667,0.4274375,0.0800071958333333,0.0217533173809006,Signal Transduction,19.375,1813.5,0,167.875,Equilibrium,,0.41945735944302,0.6688804451875,0.5625
"Regulation of MITF-M-dependent genes involved in extracellular matrix, focal adhesion and epithelial-to-mesenchymal transition",R-HSA-9926550,12,0.0757575757575758,0.550416666666667,0.110922083333333,0.00303122158229767,Other,16,2412,0,61.9166666666667,Equilibrium,,0.510657026456502,0.409794757610238,0.583333333333333
Regulation of NPAS4 gene expression,R-HSA-9768759,14,0.333333333333333,0.254076923076923,0.0265465769230769,0.0090956795522127,Other,7.61538461538462,3155.53846153846,0.0384615384615385,77.4615384615385,Equilibrium,,0.346770858177462,0.904368769230769,0.428571428571429
Regulation of NPAS4 mRNA translation,R-HSA-9768778,10,0.694444444444445,0.188222222222222,0.00881519444444445,0.0114311842706904,Other,4.88888888888889,3678.33333333333,0.0833333333333333,76.2222222222222,Equilibrium,,0.34566011052327,0.975811111111111,0.3
Regulation of PD-L1(CD274) translation,R-HSA-9909620,24,0.118577075098814,0.241888888888889,0.0504068611111111,0.0106723585912487,Immune System,3.08333333333333,3507.66666666667,0.0833333333333333,32.6086956521739,Equilibrium,,0.477603660489745,0.86979,0.125
Regulation of PTEN mRNA translation,R-HSA-8943723,28,0.116666666666667,0.245727272727273,0.0281376181818182,0.00995166334944555,Signal Transduction,2.78571428571429,3179.45454545455,0.0545454545454545,41.76,Equilibrium,,0.459109697797382,0.856083636363636,0.107142857142857
"Regulation of TBK1, IKKε (IKBKE)-mediated activation of IRF3, IRF7",R-HSA-9824878,14,0.307692307692308,0.836692307692308,0.240700564102564,0.012326656394453,Immune System,5.28571428571429,1400.14285714286,0,163.928571428571,Equilibrium,,0.329110939026903,0.276946914201008,0.785714285714286
"Regulation of TBK1, IKKε-mediated activation of IRF3, IRF7 upon TLR3 ligation",R-HSA-9828211,11,0.454545454545455,0.6805,0.179702055555556,0.0111756817165847,Immune System,6.72727272727273,1589.72727272727,0,205,Equilibrium,,0.288215374889955,0.359759346349,0.818181818181818
Regulation of TP53 Activity through Association with Co-factors,R-HSA-6804759,14,0.131868131868132,0.395928571428571,0.0370869945054945,0.00562060889929742,Other,4.78571428571429,1933.71428571429,0,185.571428571429,Equilibrium,,0.487780704536211,0.672426585714286,0.357142857142857
Regulation of commissural axon pathfinding by SLIT and ROBO,R-HSA-428542,10,0.0222222222222222,0.3164,0.0346242666666667,0.0021978021978022,Other,27.9,3793.2,0,56.9,Equilibrium,,0.569096338995814,0.77401,0.1
Regulation of endogenous retroelements by the Human Silencing Hub (HUSH) complex,R-HSA-9843970,39,0.25,0.371666666666667,0.055262,0.0134228187919463,Other,18.3076923076923,1136.84615384615,0,71.8888888888889,Equilibrium,,0.269087931167056,0.623874028115889,0.153846153846154
Regulation of gene expression by Hypoxia-inducible Factor,R-HSA-1234158,11,0.345454545454545,0.586090909090909,0.159041090909091,0.0124304874059536,Signal Transduction,4.81818181818182,2585.45454545455,0,209.727272727273,Equilibrium,,0.407003769783944,0.488890444209336,0.727272727272727
"Regulation of glycolysis by fructose 2,6-bisphosphate metabolism",R-HSA-9634600,12,0.287878787878788,0.563272727272727,0.0948622181818182,0.015459723352319,Metabolism,4.91666666666667,1428.25,0,93,Equilibrium,,0.415267926220685,0.444158248098382,0.5
Regulation of innate immune responses to cytosolic DNA,R-HSA-3134975,15,0.175824175824176,0.838071428571429,0.139503917582418,0.00656679663451673,Immune System,23.6,1523.8,0,172.785714285714,Equilibrium,,0.345211255469129,0.181843462317651,0.4
Regulation of localization of FOXO transcription factors,R-HSA-9614399,12,0.590909090909091,0.3825,0.0312446363636364,0.0120277563608327,Other,17.4166666666667,1261.25,0,178.5,Equilibrium,,0.308490978201733,0.8144725,0.75
Regulation of signaling by NODAL,R-HSA-1433617,12,0.222222222222222,0.9164,0.460278488888889,0.0344827586206897,Other,12.8333333333333,1049.5,0.0222222222222222,14.5555555555556,Equilibrium,,0.696077141238022,0.391210351400097,0.166666666666667
Regulation of the apoptosome activity,R-HSA-9627069,11,0.181818181818182,0.893545454545455,0.222402872727273,0.0106609808102345,Other,5.72727272727273,1583.45454545455,0,113.272727272727,Equilibrium,,0.307989618435437,0.235338668088102,0.545454545454545
Removal of aminoterminal propeptides from gamma-carboxylated proteins,R-HSA-159782,10,0.0666666666666667,0.8372,0.357558177777778,0.0113636363636364,Other,6.4,1570.2,0.133333333333333,13.1,Equilibrium,,0.668580259667633,0.2033794691455,0.3
Removal of the Flap Intermediate,R-HSA-69166,14,0.714285714285714,0.737428571428572,0.242091340659341,0.0123597642137288,Cell Cycle & DNA,1.42857142857143,1743.64285714286,0,124.928571428571,Equilibrium,,0.409623235547637,0.265236926354493,0.928571428571429
Replacement of protamines by nucleosomes in the male pronucleus,R-HSA-9821993,24,0.0666666666666667,1.1175,0.4637687,0.00278164116828929,Other,16.25,600,0.0666666666666667,36.6666666666667,Equilibrium,,0.589195313437117,0.175389875245,0.0833333333333333
Repression of WNT target genes,R-HSA-4641265,14,0.346153846153846,0.350692307692308,0.0401082307692308,0.00894484015239357,Signal Transduction,5.92857142857143,1854.85714285714,0,144.538461538462,Equilibrium,,0.397124494800753,0.6558668511,0.785714285714286
Response of EIF2AK1 (HRI) to heme deficiency,R-HSA-9648895,15,0.219047619047619,0.831666666666667,0.188033238095238,0.0144927536231884,Signal Transduction,3.6,1148.2,0,69.2,Equilibrium,,0.30940818635918,0.373956038838821,0.333333333333333
Response to metal ions,R-HSA-5660526,14,0.0256410256410256,1.619,0.230874923076923,0.0123456790123457,Signal Transduction,11.5,410.571428571429,0.604395604395604,12.0769230769231,Equilibrium,,0.565127055338079,0.0881325377857143,0
Retinoid cycle disease events,R-HSA-2453864,13,0.0303030303030303,1.07815384615385,0.212121807692308,0.0163265306122449,Other,8.84615384615385,1424.07692307692,0.0128205128205128,8.66666666666667,Equilibrium,,0.726754860259964,0.161371972523231,0
Retrograde neurotrophin signalling,R-HSA-177504,14,0.384615384615385,0.441642857142857,0.178759324175824,0.0136319376825706,Signal Transduction,8.14285714285714,2047.5,0,114.714285714286,Equilibrium,,0.368504328962769,0.683616969771429,0.357142857142857
Reversible hydration of carbon dioxide,R-HSA-1475029,12,0.0181818181818182,1.15458333333333,0.0788000833333333,0.00415800415800416,Metabolism,14,926,0.0909090909090909,10.3636363636364,Equilibrium,,0.742224696005748,0.00919961988858588,0
Ribavirin ADME,R-HSA-9755088,11,0.0181818181818182,1.13336363636364,0.127465654545455,0.00201409869083585,Other,3.27272727272727,1228.09090909091,0.0181818181818182,37.4545454545455,Equilibrium,,0.420634606626675,0.0821989578854529,0.0909090909090909
Role of LAT2/NTAL/LAB on calcium mobilization,R-HSA-2730905,95,0.0192307692307692,0.50325,0.210689,0.0195694716242661,Immune System,72.9673913043478,618.066666666667,0,36.7538461538462,Equilibrium,,0.779236639508381,0.6610282426003,0.105263157894737
Role of second messengers in netrin-1 signaling,R-HSA-418890,10,0.288888888888889,0.4157,0.0314191222222222,0.0586907449209932,Other,11.2,2753.1,0,29.3,Equilibrium,,0.633873631858851,0.44514384888,0.5
SARS-CoV-2 modulates autophagy,R-HSA-9754560,14,0.381818181818182,0.703,0.0900348,0.0181739506707053,Other,4.36363636363636,2093.72727272727,0,75.7272727272727,Equilibrium,,0.208554435440923,0.150335863547076,0.357142857142857
SARS-CoV-2 targets host intracellular signalling and regulatory pathways,R-HSA-9755779,15,0.575757575757576,0.444916666666667,0.0956815378787879,0.00827616247413699,Other,5.33333333333333,988.75,0,232.25,Equilibrium,,0.280309473260807,0.777202833333333,0.6
SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion,R-HSA-399955,14,0.0879120879120879,0.479285714285714,0.106726835164835,0.00577617328519856,Other,17.6428571428571,3343.28571428571,0,65.1428571428571,Equilibrium,,0.401888307027871,0.606656219771429,0.714285714285714
SHC1 events in EGFR signaling,R-HSA-180336,14,0.263736263736264,0.820071428571429,0.185269456043956,0.00843585237258348,Signal Transduction,17,1342.92857142857,0.0659340659340659,127.5,Equilibrium,,0.506977628951228,0.300619576357143,0.428571428571429
SHC1 events in ERBB4 signaling,R-HSA-1250347,14,0.197802197802198,0.711928571428572,0.21266360989011,0.00871459694989107,Signal Transduction,15.7857142857143,1490.78571428571,0.021978021978022,89.5714285714286,Equilibrium,,0.508661098511643,0.413008270642857,0.428571428571429
SIRT1 negatively regulates rRNA expression,R-HSA-427359,39,0.571428571428571,0.909,0.173696,0.0219028062970568,Other,18.4722222222222,646.5,0,84.25,Equilibrium,,0.328129596440902,0.136491925282255,0.153846153846154
SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs,R-HSA-77588,11,0.509090909090909,0.627181818181818,0.210191963636364,0.0239418554938008,Other,3.81818181818182,888.545454545455,0,89.7272727272727,Equilibrium,,0.300785805589436,0.582860190909091,0.818181818181818
SLBP independent Processing of Histone Pre-mRNAs,R-HSA-111367,10,0.577777777777778,0.6151,0.231762544444444,0.0228571428571429,Other,4.2,894.3,0,95.7,Equilibrium,,0.305454000093614,0.63433141,0.9
SLC-mediated transport of organic cations,R-HSA-549127,15,0.043956043956044,1.21128571428571,0.125846373626374,0.00662800331400166,Transport & Vesicles,13.9333333333333,1681.07142857143,0.0659340659340659,12.1428571428571,Equilibrium,,0.673175396480673,0.0466978771334695,0.0666666666666667
STAT3 nuclear events downstream of ALK signaling,R-HSA-9701898,11,0.454545454545455,0.270545454545455,0.0474452727272727,0.00891583452211127,Signal Transduction,10.6363636363636,2699.45454545455,0,344.909090909091,Equilibrium,,0.376509052631533,0.829680909090909,0.818181818181818
STAT5 activation downstream of FLT3 ITD mutants,R-HSA-9702518,10,0.244444444444444,0.4841,0.175990766666667,0.00953619419159081,Other,13.4,1650,0.0444444444444444,137.3,Equilibrium,,0.382638033945442,0.73171475,0.7
STING mediated induction of host immune responses,R-HSA-1834941,16,0.192307692307692,0.625846153846154,0.151172974358974,0.0068073519400953,Immune System,12.4375,2634,0,170.615384615385,Equilibrium,,0.365348393294023,0.373467678651146,0.4375
SUMOylation of immune response proteins,R-HSA-4755510,12,0.393939393939394,0.449666666666667,0.15426096969697,0.0139897767016411,Other,5.08333333333333,1552,0,192.166666666667,Equilibrium,,0.288728414314296,0.687003441666667,0.666666666666667
Scavenging by Class B Receptors,R-HSA-3000471,10,0.111111111111111,1.2538,0.346583955555556,0.00447928331466965,Transport & Vesicles,8.5,2527.2,0,82.1111111111111,Equilibrium,,0.625290609374688,0.137975709076959,0.2
Scavenging of heme from plasma,R-HSA-2168880,92,0.0103825136612022,1.17254545454545,0.408012872727273,0.0207650273224044,Transport & Vesicles,75.5280898876405,634.068965517241,0.0181818181818182,13.672131147541,Equilibrium,,0.834508588447982,0.150129698862442,0.0108695652173913
Secretion of toxins,R-HSA-9760173,34,0,,,0,Other,,,,,Equilibrium,,,,0
Serine metabolism,R-HSA-977347,11,0.0666666666666667,1.03709090909091,0.164324090909091,0.00836820083682008,Metabolism,3.54545454545455,1225.63636363636,0.0181818181818182,36,Equilibrium,,0.411686034211409,0.0721187077940939,0
Serotonin receptors,R-HSA-390666,12,0.0363636363636364,0.911,0.0805772727272727,0.0117647058823529,Signal Transduction,12.25,1258.5,0,5.72727272727273,Equilibrium,,0.857617316924326,0.109385420855761,0.25
Signal attenuation,R-HSA-74749,10,0.466666666666667,0.4682,0.0896977333333333,0.013557133634603,Signal Transduction,13.7,2273.1,0,182,Equilibrium,,0.351912768977551,0.5229300245,0.7
Signal regulatory protein family interactions,R-HSA-391160,16,0.257142857142857,0.726533333333333,0.319438552380952,0.0204545454545455,Other,12.625,1502.625,0.0571428571428571,107.733333333333,Equilibrium,,0.533514016432497,0.511734501800154,0.5
Signaling by AMER1 mutants,R-HSA-4839748,14,0.483516483516484,0.351071428571429,0.053993456043956,0.0242491044364839,Other,6.21428571428571,2196.21428571429,0,122.785714285714,Equilibrium,,0.249289472401494,0.807319285714286,0.571428571428571
Signaling by APC mutants,R-HSA-4839744,14,0.483516483516484,0.351071428571429,0.053993456043956,0.0242491044364839,Other,6.21428571428571,2196.21428571429,0,122.785714285714,Equilibrium,,0.249289472401494,0.807319285714286,0.571428571428571
Signaling by AXIN mutants,R-HSA-4839735,14,0.483516483516484,0.351071428571429,0.053993456043956,0.0242491044364839,Other,6.21428571428571,2196.21428571429,0,122.785714285714,Equilibrium,,0.249289472401494,0.807319285714286,0.571428571428571
Signaling by FGFR4 in disease,R-HSA-5655291,11,0.745454545454546,0.505181818181818,0.133807363636364,0.0167415271539404,Other,20.9090909090909,1975.09090909091,0,152.181818181818,Equilibrium,,0.324050255177215,0.517399210727338,0.818181818181818
Signaling by LTK,R-HSA-9842663,12,0.6,0.4755,0.117539611111111,0.0231362467866324,Signal Transduction,12.0833333333333,2301.25,0,169.6,Equilibrium,,0.413864727140601,0.498041310000822,0.5
Signaling by Leptin,R-HSA-2586552,11,0.436363636363636,0.352727272727273,0.0510762181818182,0.0285544318857823,Signal Transduction,11,2476.09090909091,0.0545454545454545,103.636363636364,Equilibrium,,0.39984311937895,0.803807727272727,0.727272727272727
Signaling by NOTCH1 HD Domain Mutants in Cancer,R-HSA-2691230,15,0.186813186813187,0.546733333333333,0.305179066666667,0.00832517140058766,Other,7.66666666666667,2455.8,0,132.928571428571,Equilibrium,,0.313380253312345,0.626099685349333,0.333333333333333
Signaling by PDGFRA extracellular domain mutants,R-HSA-9673770,12,0.560606060606061,0.401,0.12981,0.0134839650145773,Other,18.75,2099.25,0,171.75,Equilibrium,,0.292026071143028,0.710472919166667,0.75
