Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,library
Regulation Of Cardiac Muscle Cell Membrane Repolarization (GO:0099623),Regulation Of Cardiac Muscle Cell Membrane Repolarization (GO:0099623),-0.379754949102108,-1.44319746357253,0.0484164837790692,0.139416140038524,0.0484164837790692,,,CAV3;KCNH6;SNTA1;CACNA2D1;KCNQ1;KCNH2;KCNA5;KCNE5;KCNE4;KCNE3;KCNE2;KCNE1,GO_Biological_Process_2023
Regulation Of Cardiac Muscle Cell Proliferation (GO:0060043),Regulation Of Cardiac Muscle Cell Proliferation (GO:0060043),0.418619291606475,1.04756504793902,0.442437923250564,0.695675418795295,0.442437923250564,,,POLR2D;RBPJ;NOTCH1;TBX2;MEF2C;TGFBR1;ZFPM2;NOG;BMPR1A;RUNX1;TP73,GO_Biological_Process_2023
Regulation Of Cardiac Muscle Contraction (GO:0055117),Regulation Of Cardiac Muscle Contraction (GO:0055117),-0.30140273163529,-1.29916562108504,0.0684552916422032,0.181970016959108,0.0684552916422032,,,CAV3;SLC9A1;CHGA;KCNQ1;BMP10;HCN4;RGS2;TNNI3;PIK3CG;NOS1;NKX2-5;SCN5A;SCN10A;RYR2;SLC8A1;ATP1B1;SRI;PLN;NPPA;CALM1;CALM3;CALM2;ATP2A2;P2RX4;GJA5;PRKACA;PDE4D;PDE4B;ANK2;ZC3H12A;SMAD7;ASB3,GO_Biological_Process_2023
Regulation Of Cardiac Muscle Contraction By Calcium Ion Signaling (GO:0010882),Regulation Of Cardiac Muscle Contraction By Calcium Ion Signaling (GO:0010882),-0.401272123893805,-1.5249700175736,0.0332660342621027,0.104065211893227,0.0332660342621027,,,DMD;SLC9A1;GSTM2;HRC;TNNI3;CAMK2D;CACNA1C;RYR2;FKBP1B;CLIC2;CASQ2;SLC8A1;ATP1B1;GSTO1;ATP1A2;CALM1;CALM3;CALM2;ATP2A2;PRKACA,GO_Biological_Process_2023
Regulation Of Cardiac Muscle Contraction By Regulation Of The Release Of Sequestered Calcium Ion (GO:0010881),Regulation Of Cardiac Muscle Contraction By Regulation Of The Release Of Sequestered Calcium Ion (GO:0010881),-0.401124216734243,-1.39540660871035,0.0742695583299036,0.19406588101038,0.0742695583299036,,,DMD;GSTM2;HRC;CAMK2D;CACNA1C;RYR2;FKBP1B;CLIC2;CASQ2;SLC8A1;GSTO1;ATP1A2;CALM1;CALM3;CALM2;PRKACA,GO_Biological_Process_2023
Regulation Of Cardiac Muscle Hypertrophy (GO:0010611),Regulation Of Cardiac Muscle Hypertrophy (GO:0010611),-0.265511201253803,-1.00068002078919,0.46,0.711102889301699,0.46,,,CAV3;SLC9A1;PDE9A;IGF1;BMP10;LMCD1;RGS2;GLRX3;CAMK2D;IL6ST;PRKCA;ROCK2;ROCK1;HAND2;EDN1;P2RX4;MEF2A;NR4A3;PARP1;SMAD4;NOTCH1,GO_Biological_Process_2023
Regulation Of Catabolic Process (GO:0009894),Regulation Of Catabolic Process (GO:0009894),0.374295519146608,0.936647955122838,0.59706546275395,0.841585581442143,0.59706546275395,,,LATS1;CHMP6;NUB1;ODC1;SIRT6;FURIN;UBE3A;ZDHHC7,GO_Biological_Process_2023
Regulation Of Catecholamine Secretion (GO:0050433),Regulation Of Catecholamine Secretion (GO:0050433),-0.34974193801874,-1.31813561218797,0.0935050304029198,0.229442528401415,0.0935050304029198,,,SYT7;FGF20;SYT9;CHRNB2;CHRNA4;KCNA2,GO_Biological_Process_2023
Regulation Of Cation Channel Activity (GO:2001257),Regulation Of Cation Channel Activity (GO:2001257),-0.309717402193749,-1.44987048319982,0.0298736654951383,0.095579732976413,0.0298736654951383,,,HOMER1;DLG1;KCNS2;KCNS1;KCNG1;KCNAB1;DMD;EDNRA;CACNB4;CACNB1;FGF14;FGF13;FGF12;FGF11;HCN4;HCN3;HCN2;HCN1;HRC;KCNE5;KCNE2;KCNE1,GO_Biological_Process_2023
Regulation Of Cell Adhesion (GO:0030155),Regulation Of Cell Adhesion (GO:0030155),-0.220510304191044,,,,,,,FBLN1;PLAUR;PKP4;DEFB118;PDE3B;KIF14;ABL2;IBSP;PLXNA1;HYAL1;ERBB3;TNXB;TNR;TNN;TPM1;NRG1;TNC;ARHGDIG;FUT2;FUT1;PLXNA3;ERBB2;MIA3;PKP2;VTN;PLXNA2;DSCAM;CCL5;LAMB2;FUT7;SEMA5A;LAMA1;TNF;KNG1;CXCR3;CCR7,GO_Biological_Process_2023
